stage,substrate,exponent,method,condition,reference_m,median_m,min_m,max_m,replicates,effect_pct,min_pct,max_pct,precision
g5,recovered29,3.5,Min-Max,opcenter_exact_iso,489.8414146431944,499.26766068330545,461.0063957691501,526.2111905799629,8,1.9243464840508053,-5.886602890661669,7.424806243314613,full precision derived from retained author NPZ
g5,recovered29,3.5,WCL,legacy_rotation,584.3011457663958,843.4125161574818,843.4125161574818,843.4125161574818,1,44.34551810628812,44.34551810628812,44.34551810628812,full precision derived from retained author NPZ
g5,recovered29,3.5,ABS,legacy_rotation,660.8163328599535,845.5349286986873,845.5349286986873,845.5349286986873,1,27.953091752331297,27.953091752331297,27.953091752331297,full precision derived from retained author NPZ
g5,recovered29,3.5,DIFF,legacy_rotation,965.3007810524468,1118.1955478619125,1118.1955478619125,1118.1955478619125,1,15.839080399662345,15.839080399662345,15.839080399662345,full precision derived from retained author NPZ
g5,recovered29,3.5,Min-Max,legacy_rotation,489.8414146431944,627.3902534009301,627.3902534009301,627.3902534009301,1,28.080279585573155,28.080279585573155,28.080279585573155,full precision derived from retained author NPZ
g5,recovered29,3.5,WCL,opcenter_rotation,584.3011457663958,639.6528625495563,639.6528625495563,639.6528625495563,1,9.473148766559174,9.473148766559174,9.473148766559174,full precision derived from retained author NPZ
g5,recovered29,3.5,ABS,opcenter_rotation,660.8163328599535,715.8423040012437,715.8423040012437,715.8423040012437,1,8.326968993508803,8.326968993508803,8.326968993508803,full precision derived from retained author NPZ
g5,recovered29,3.5,DIFF,opcenter_rotation,965.3007810524468,1059.8751555689269,1059.8751555689269,1059.8751555689269,1,9.79739956424438,9.79739956424438,9.79739956424438,full precision derived from retained author NPZ
g5,recovered29,3.5,Min-Max,opcenter_rotation,489.8414146431944,520.1437571877594,520.1437571877594,520.1437571877594,1,6.186153648653322,6.186153648653322,6.186153648653322,full precision derived from retained author NPZ
g5,recovered29,4.7,WCL,reference,597.6726773737064,597.6726773737064,597.6726773737064,597.6726773737064,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,recovered29,4.7,ABS,reference,641.0128583786435,641.0128583786435,641.0128583786435,641.0128583786435,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,recovered29,4.7,DIFF,reference,963.9527294587203,963.9527294587203,963.9527294587203,963.9527294587203,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,recovered29,4.7,Min-Max,reference,466.00552668865595,466.00552668865595,466.00552668865595,466.00552668865595,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,recovered29,4.7,WCL,fraction_f1_D10000,597.6726773737064,598.0697212291991,597.4978956563131,640.4138829130085,8,0.06643165574130003,-0.029243718846468914,7.151273122792816,full precision derived from retained author NPZ
g5,recovered29,4.7,ABS,fraction_f1_D10000,641.0128583786435,644.8660127878845,640.3581513361585,662.9777124844286,8,0.60110407441546,-0.10213633532110777,3.426585569803118,full precision derived from retained author NPZ
g5,recovered29,4.7,DIFF,fraction_f1_D10000,963.9527294587203,956.5777724882319,887.2810976558823,987.030493730763,8,-0.7650745461999653,-7.953878801286325,2.39407634490556,full precision derived from retained author NPZ
g5,recovered29,4.7,Min-Max,fraction_f1_D10000,466.00552668865595,466.6436155717528,463.904082676714,551.6854909913313,8,0.13692732093350096,-0.45094830245349543,18.386040378426504,full precision derived from retained author NPZ
g5,recovered29,4.7,WCL,fraction_f29_D10000,597.6726773737064,5649.299909102471,4922.797740548312,7095.337721639871,8,845.2163572085356,723.6611655363052,1087.1611318787748,full precision derived from retained author NPZ
