stage,substrate,exponent,method,condition,reference_m,median_m,min_m,max_m,replicates,effect_pct,min_pct,max_pct,precision
g5,recovered29,4.7,ABS,fraction_f29_D10000,641.0128583786435,3011.614885614644,2460.075222887917,3802.4168751428824,8,369.8212908290361,283.7793876881579,493.1888612594432,full precision derived from retained author NPZ
g5,recovered29,4.7,DIFF,fraction_f29_D10000,963.9527294587203,3305.337095006063,2751.037604805122,4380.401773331624,8,242.89410611058486,185.39133929833753,354.4208071065177,full precision derived from retained author NPZ
g5,recovered29,4.7,Min-Max,fraction_f29_D10000,466.00552668865595,3182.3358619434707,2353.6033682095176,4548.278240263933,8,582.8965923551436,405.05911055041827,876.0137980729774,full precision derived from retained author NPZ
g5,recovered29,4.7,WCL,top6_D5000,597.6726773737064,893.648580728249,854.1401918439121,910.0074922518237,8,49.5214043672065,42.91103210492664,52.2585064872932,full precision derived from retained author NPZ
g5,recovered29,4.7,ABS,top6_D5000,641.0128583786435,885.7042888394874,775.6701428713543,933.1546395462574,8,38.17262434949561,21.006955279073253,45.575026670533184,full precision derived from retained author NPZ
g5,recovered29,4.7,DIFF,top6_D5000,963.9527294587203,1093.1484455888256,1029.4296899875224,1183.8347700823442,8,13.402702454367375,6.7925489007711715,22.81045884346344,full precision derived from retained author NPZ
g5,recovered29,4.7,Min-Max,top6_D5000,466.00552668865595,922.5822651573037,824.6387629162575,1006.190071389911,8,97.97667888468892,76.9590092151866,115.91805542301199,full precision derived from retained author NPZ
g5,recovered29,4.7,WCL,top7_D5000,597.6726773737064,1992.5008227410913,1851.1973735652819,2322.363291393027,8,233.37659527896434,209.73431506017883,288.5677527702884,full precision derived from retained author NPZ
g5,recovered29,4.7,ABS,top7_D5000,641.0128583786435,1057.7546709803025,964.9047260262149,1187.0315927191527,8,65.01301918587903,50.52813893106804,85.18062113786466,full precision derived from retained author NPZ
g5,recovered29,4.7,DIFF,top7_D5000,963.9527294587203,1434.5298707613852,1174.4860117508406,1557.3720117055052,8,48.81744995596451,21.84062307809835,61.56103552712613,full precision derived from retained author NPZ
g5,recovered29,4.7,Min-Max,top7_D5000,466.00552668865595,1599.9493899782135,1416.276383484672,2020.580732182809,8,243.3327070919396,203.9183662795707,333.59587310920114,full precision derived from retained author NPZ
g5,recovered29,4.7,WCL,legacy_iso,597.6726773737064,716.5097157749852,537.8959340414359,895.592152921157,8,19.88329781503023,-10.00158541543868,49.846594436367496,full precision derived from retained author NPZ
g5,recovered29,4.7,ABS,legacy_iso,641.0128583786435,668.8143567149359,530.632610427266,769.7312239386872,8,4.337120226669492,-17.219662056478814,20.080465450509003,full precision derived from retained author NPZ
g5,recovered29,4.7,DIFF,legacy_iso,963.9527294587203,1203.319443852635,825.219994024028,1282.9929975529444,8,24.831789680010978,-14.392068323992786,33.097086438395365,full precision derived from retained author NPZ
g5,recovered29,4.7,Min-Max,legacy_iso,466.00552668865595,504.57369367680786,451.2370954538461,589.8502619524751,8,8.276332528116084,-3.1691536664278255,26.575808262154222,full precision derived from retained author NPZ
g5,recovered29,4.7,WCL,opcenter_exact_iso,597.6726773737064,619.6757854819095,553.9545324891658,692.6182750267762,8,3.681464611179688,-7.3147303766079625,15.885885577082066,full precision derived from retained author NPZ
g5,recovered29,4.7,ABS,opcenter_exact_iso,641.0128583786435,661.6530512873471,641.0615891562517,689.800449446587,8,3.2199343022400893,0.007602152900868273,7.611015977330812,full precision derived from retained author NPZ
g5,recovered29,4.7,DIFF,opcenter_exact_iso,963.9527294587203,1007.9692746770387,888.0569307584649,1096.2836499840093,8,4.566255571788729,-7.8733942423579775,13.727947074707242,full precision derived from retained author NPZ
g5,recovered29,4.7,Min-Max,opcenter_exact_iso,466.00552668865595,480.06895952819497,452.493456984988,501.6491248639036,8,3.017868251364103,-2.899551385083799,7.64875009713384,full precision derived from retained author NPZ
g5,recovered29,4.7,WCL,legacy_rotation,597.6726773737064,895.2634410290896,895.2634410290896,895.2634410290896,1,49.79159578835972,49.79159578835972,49.79159578835972,full precision derived from retained author NPZ
g5,recovered29,4.7,ABS,legacy_rotation,641.0128583786435,811.6151073791002,811.6151073791002,811.6151073791002,1,26.614481561566855,26.614481561566855,26.614481561566855,full precision derived from retained author NPZ
g5,recovered29,4.7,DIFF,legacy_rotation,963.9527294587203,1077.964347092804,1077.964347092804,1077.964347092804,1,11.827511261688484,11.827511261688484,11.827511261688484,full precision derived from retained author NPZ
g5,recovered29,4.7,Min-Max,legacy_rotation,466.00552668865595,623.2348961292362,623.2348961292362,623.2348961292362,1,33.73980788550328,33.73980788550328,33.73980788550328,full precision derived from retained author NPZ
g5,recovered29,4.7,WCL,opcenter_rotation,597.6726773737064,671.560814219227,671.560814219227,671.560814219227,1,12.362642570545459,12.362642570545459,12.362642570545459,full precision derived from retained author NPZ
g5,recovered29,4.7,ABS,opcenter_rotation,641.0128583786435,693.9341492061328,693.9341492061328,693.9341492061328,1,8.255885999127484,8.255885999127484,8.255885999127484,full precision derived from retained author NPZ
g5,recovered29,4.7,DIFF,opcenter_rotation,963.9527294587203,1077.808608727102,1077.808608727102,1077.808608727102,1,11.811355037327823,11.811355037327823,11.811355037327823,full precision derived from retained author NPZ
g5,recovered29,4.7,Min-Max,opcenter_rotation,466.00552668865595,496.3337377813088,496.3337377813088,496.3337377813088,1,6.508122619952425,6.508122619952425,6.508122619952425,full precision derived from retained author NPZ
g5,recovered29,6.0,WCL,reference,611.0230442357513,611.0230442357513,611.0230442357513,611.0230442357513,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,recovered29,6.0,ABS,reference,640.8406079156141,640.8406079156141,640.8406079156141,640.8406079156141,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,recovered29,6.0,DIFF,reference,939.4577557679286,939.4577557679286,939.4577557679286,939.4577557679286,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,recovered29,6.0,Min-Max,reference,462.1034699722252,462.1034699722252,462.1034699722252,462.1034699722252,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,recovered29,6.0,WCL,fraction_f1_D10000,611.0230442357513,612.5022715628529,611.0230442357513,676.0292388770904,8,0.2420902682896023,0.0,10.63891047229599,full precision derived from retained author NPZ
g5,recovered29,6.0,ABS,fraction_f1_D10000,640.8406079156141,644.5441330349463,640.2931797153428,667.400720907249,8,0.5779167352359603,-0.08542345686423092,4.144573964815344,full precision derived from retained author NPZ
g5,recovered29,6.0,DIFF,fraction_f1_D10000,939.4577557679286,936.9255041013115,864.2988617080282,983.860297580175,8,-0.2695439631074381,-8.000242011783088,4.7264011116658535,full precision derived from retained author NPZ
g5,recovered29,6.0,Min-Max,fraction_f1_D10000,462.1034699722252,462.24172649672676,458.668571527332,540.5884455267151,8,0.029918953975801382,-0.743318037646338,16.98428612951278,full precision derived from retained author NPZ
g5,recovered29,6.0,WCL,fraction_f29_D10000,611.0230442357513,5847.865130856111,5137.143208409165,7118.5656482265695,8,857.0613066108563,740.7445933294617,1065.0240879425833,full precision derived from retained author NPZ
g5,recovered29,6.0,ABS,fraction_f29_D10000,640.8406079156141,2870.196440797408,2207.3225616710174,3641.104057811537,8,347.87992604478575,244.44174329877634,468.1762380281304,full precision derived from retained author NPZ
g5,recovered29,6.0,DIFF,fraction_f29_D10000,939.4577557679286,3131.083748502032,2547.2628658871868,4201.853019218421,8,233.2862738402358,171.14182093318408,347.26364686656456,full precision derived from retained author NPZ
g5,recovered29,6.0,Min-Max,fraction_f29_D10000,462.1034699722252,2966.4099212206465,2229.758288606794,4342.549850252244,8,541.9363008459866,382.52359774333956,839.7353909749378,full precision derived from retained author NPZ
g5,recovered29,6.0,WCL,top6_D5000,611.0230442357513,911.7012539406625,884.6824018270964,921.2825263453574,8,49.20898033902963,44.787076391468965,50.77705088810015,full precision derived from retained author NPZ
g5,recovered29,6.0,ABS,top6_D5000,640.8406079156141,827.2189953291885,709.0601779379759,858.6830374317724,8,29.08342341472167,10.645325714338158,33.9932312068532,full precision derived from retained author NPZ
g5,recovered29,6.0,DIFF,top6_D5000,939.4577557679286,1031.812368743092,958.927252875728,1151.7445848549487,8,9.830629680593916,2.072418582769024,22.59674027742666,full precision derived from retained author NPZ
g5,recovered29,6.0,Min-Max,top6_D5000,462.1034699722252,849.5166718469702,785.0703235933429,911.9532189646195,8,83.836895208346,69.89059260700417,97.34827332489682,full precision derived from retained author NPZ
g5,recovered29,6.0,WCL,top7_D5000,611.0230442357513,2077.1281645227864,1941.2308445274707,2344.0517439430005,8,239.94268859708788,217.70174019467663,283.62738787943226,full precision derived from retained author NPZ
g5,recovered29,6.0,ABS,top7_D5000,640.8406079156141,934.3779720907667,844.7076696875617,1099.5802742011338,8,45.80505051480844,31.812444351028525,71.58405079503427,full precision derived from retained author NPZ
g5,recovered29,6.0,DIFF,top7_D5000,939.4577557679286,1288.7975983956726,1051.9561164480278,1434.8668079330234,8,37.18526357177048,11.974818451324746,52.73351027477964,full precision derived from retained author NPZ
g5,recovered29,6.0,Min-Max,top7_D5000,462.1034699722252,1481.8180902600818,1312.9320425214114,1947.6626815499515,8,220.6680292509266,184.12079281731545,321.4776144544026,full precision derived from retained author NPZ
g5,recovered29,6.0,WCL,legacy_iso,611.0230442357513,746.1290068841604,540.7419106667172,934.9438231264523,8,22.11143489970914,-11.502206705958125,53.012858016811975,full precision derived from retained author NPZ
g5,recovered29,6.0,ABS,legacy_iso,640.8406079156141,644.6021211603008,533.5738174867431,752.0627440513344,8,0.5869654947306422,-16.738450888398738,17.355662977956303,full precision derived from retained author NPZ
g5,recovered29,6.0,DIFF,legacy_iso,939.4577557679286,1175.7744541707034,862.5935658000931,1323.5850296834637,8,25.154584860455547,-8.181761180416826,40.888190188130714,full precision derived from retained author NPZ
g5,recovered29,6.0,Min-Max,legacy_iso,462.1034699722252,492.200393838557,446.5446171617542,597.1377499876198,8,6.513027021446251,-3.3669629902164844,29.22165462715762,full precision derived from retained author NPZ
g5,recovered29,6.0,WCL,opcenter_exact_iso,611.0230442357513,646.362792748248,569.9917852250564,712.8568587958771,8,5.783701424338028,-6.715173739808041,16.666116854479093,full precision derived from retained author NPZ
g5,recovered29,6.0,ABS,opcenter_exact_iso,640.8406079156141,652.4645824906809,620.8005083738822,665.9971478295823,8,1.8138636084368445,-3.1271581878860606,3.925553344035409,full precision derived from retained author NPZ
g5,recovered29,6.0,DIFF,opcenter_exact_iso,939.4577557679286,969.3097324266093,889.5256384043464,1124.3482057372762,8,3.1775751996724177,-5.314993362609138,19.680549639852092,full precision derived from retained author NPZ
g5,recovered29,6.0,Min-Max,opcenter_exact_iso,462.1034699722252,475.2040931964349,453.7920884483581,494.8493221120334,8,2.834997803629805,-1.7985975141815467,7.086259737841055,full precision derived from retained author NPZ
g5,recovered29,6.0,WCL,legacy_rotation,611.0230442357513,903.8424105221263,903.8424105221263,903.8424105221263,1,47.92280242926426,47.92280242926426,47.92280242926426,full precision derived from retained author NPZ
g5,recovered29,6.0,ABS,legacy_rotation,640.8406079156141,801.6569447391124,801.6569447391124,801.6569447391124,1,25.09459213993421,25.09459213993421,25.09459213993421,full precision derived from retained author NPZ
g5,recovered29,6.0,DIFF,legacy_rotation,939.4577557679286,1079.0961033552596,1079.0961033552596,1079.0961033552596,1,14.863717578571514,14.863717578571514,14.863717578571514,full precision derived from retained author NPZ
g5,recovered29,6.0,Min-Max,legacy_rotation,462.1034699722252,621.4790227415092,621.4790227415092,621.4790227415092,1,34.48914867028878,34.48914867028878,34.48914867028878,full precision derived from retained author NPZ
g5,recovered29,6.0,WCL,opcenter_rotation,611.0230442357513,692.083060286274,692.083060286274,692.083060286274,1,13.266278058613983,13.266278058613983,13.266278058613983,full precision derived from retained author NPZ
g5,recovered29,6.0,ABS,opcenter_rotation,640.8406079156141,686.2539406094631,686.2539406094631,686.2539406094631,1,7.086525437512392,7.086525437512392,7.086525437512392,full precision derived from retained author NPZ
g5,recovered29,6.0,DIFF,opcenter_rotation,939.4577557679286,1085.3179510145264,1085.3179510145264,1085.3179510145264,1,15.525998306051482,15.525998306051482,15.525998306051482,full precision derived from retained author NPZ
g5,recovered29,6.0,Min-Max,opcenter_rotation,462.1034699722252,498.90032857584015,498.90032857584015,498.90032857584015,1,7.9629046295252115,7.9629046295252115,7.9629046295252115,full precision derived from retained author NPZ
g5,official32_minus71,3.5,WCL,reference,561.0381783582943,561.0381783582943,561.0381783582943,561.0381783582943,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,3.5,ABS,reference,545.5232282055754,545.5232282055754,545.5232282055754,545.5232282055754,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,3.5,DIFF,reference,982.866888309844,982.866888309844,982.866888309844,982.866888309844,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,3.5,Min-Max,reference,471.3808250223458,471.3808250223458,471.3808250223458,471.3808250223458,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,3.5,WCL,fraction_f1_D10000,561.0381783582943,571.0429899154333,561.0381783582943,595.5414523751542,8,1.7832675106736886,0.0,6.149897698196427,full precision derived from retained author NPZ
g5,official32_minus71,3.5,ABS,fraction_f1_D10000,545.5232282055754,548.1407059298841,543.92385574623,571.5252451090057,8,0.4798104991640007,-0.29318136729142596,4.766436250379372,full precision derived from retained author NPZ
g5,official32_minus71,3.5,DIFF,fraction_f1_D10000,982.866888309844,942.058876582268,829.4030005442922,981.817773446722,8,-4.151936769153975,-15.613903529647951,-0.1067402794417119,full precision derived from retained author NPZ
g5,official32_minus71,3.5,Min-Max,fraction_f1_D10000,471.3808250223458,503.8888237803147,471.1115814645169,552.3461683872004,8,6.8963345627026404,-0.057118054773676645,17.17620638493651,full precision derived from retained author NPZ
g5,official32_minus71,3.5,WCL,fraction_f32_D10000,561.0381783582943,5867.498240556805,5165.144197039481,5971.7080410047565,8,945.8286916812389,820.6404120578187,964.4031496179321,full precision derived from retained author NPZ
g5,official32_minus71,3.5,ABS,fraction_f32_D10000,545.5232282055754,3130.2275645605214,2781.2595744946975,3350.9256349249436,8,473.8028011853831,409.83339126424977,514.259019904131,full precision derived from retained author NPZ
g5,official32_minus71,3.5,DIFF,fraction_f32_D10000,982.866888309844,3528.3980627907486,3361.2199545563103,3698.3131928185308,8,258.9904294017115,241.9811975084771,276.2781345883183,full precision derived from retained author NPZ
g5,official32_minus71,3.5,Min-Max,fraction_f32_D10000,471.3808250223458,3497.449776997641,2928.042166360753,3869.516620793012,8,641.9584317694391,521.1627649940893,720.8896958440296,full precision derived from retained author NPZ
g5,official32_minus71,3.5,WCL,top6_D5000,561.0381783582943,693.8631496717296,673.7239312447501,710.4565023864918,8,23.674854303517584,20.085220085413084,26.632469908808037,full precision derived from retained author NPZ
g5,official32_minus71,3.5,ABS,top6_D5000,545.5232282055754,648.7934615671815,599.7280946481703,671.6435379666262,8,18.9304924194153,9.936307684073233,23.11914566422891,full precision derived from retained author NPZ
g5,official32_minus71,3.5,DIFF,top6_D5000,982.866888309844,898.3187377166311,856.8542193340106,930.3559001469293,8,-8.602197469344343,-12.820929311447967,-5.34263477460447,full precision derived from retained author NPZ
g5,official32_minus71,3.5,Min-Max,top6_D5000,471.3808250223458,816.2124099022915,772.5854794463323,900.4173229697743,8,73.1535027678733,63.89836803601588,91.01696020984521,full precision derived from retained author NPZ
g5,official32_minus71,3.5,WCL,top7_D5000,561.0381783582943,1307.2080195829294,1224.5146048116376,1399.2110541608267,8,132.99805075798434,118.25869469254357,149.3967626686632,full precision derived from retained author NPZ
g5,official32_minus71,3.5,ABS,top7_D5000,545.5232282055754,988.9003774156206,929.3861040703075,1047.5625610789095,8,81.27557659982219,70.36600020266725,92.0289562233169,full precision derived from retained author NPZ
g5,official32_minus71,3.5,DIFF,top7_D5000,982.866888309844,1369.1989265555126,1216.7375421664644,1508.7801352986794,8,39.306649032608306,23.794743381658606,53.50808469020719,full precision derived from retained author NPZ
g5,official32_minus71,3.5,Min-Max,top7_D5000,471.3808250223458,1273.236832187587,1191.5993402744864,1363.9094380950191,8,170.10789675783465,152.7890989664246,189.3434280086304,full precision derived from retained author NPZ
g5,official32_minus71,3.5,WCL,legacy_iso,561.0381783582943,620.7888254634837,571.1213153356309,700.8515996426612,8,10.650014457132182,1.797228311064642,24.920482540686958,full precision derived from retained author NPZ
g5,official32_minus71,3.5,ABS,legacy_iso,545.5232282055754,653.0948295360959,606.1050116939828,692.7234162446465,8,19.71897726231799,11.105261949648401,26.98330344672328,full precision derived from retained author NPZ
g5,official32_minus71,3.5,DIFF,legacy_iso,982.866888309844,1214.646773123538,1112.6907012519441,1334.1036788884126,8,23.58202189640013,13.208687207414995,35.735947029669695,full precision derived from retained author NPZ
g5,official32_minus71,3.5,Min-Max,legacy_iso,471.3808250223458,506.25608831898336,481.78863887006287,573.0162309163026,8,7.398532448786882,2.2079417098104694,21.561209217438737,full precision derived from retained author NPZ
g5,official32_minus71,3.5,WCL,opcenter_exact_iso,561.0381783582943,557.4517926127241,527.2511445113541,575.7146429274712,8,-0.6392409436492582,-6.022234341664152,2.615947565658201,full precision derived from retained author NPZ
g5,official32_minus71,3.5,ABS,opcenter_exact_iso,545.5232282055754,544.0512883204152,524.7463956797708,570.9235937983982,8,-0.2698216701059485,-3.8086063895294,4.6561473974946725,full precision derived from retained author NPZ
g5,official32_minus71,3.5,DIFF,opcenter_exact_iso,982.866888309844,1005.2351596768441,951.5130680335619,1063.969147312118,8,2.275818997775481,-3.1900372928625798,8.251601510529968,full precision derived from retained author NPZ
g5,official32_minus71,3.5,Min-Max,opcenter_exact_iso,471.3808250223458,467.4607962287669,449.3439424120475,474.59812815563055,8,-0.8316054844600512,-4.67496373219119,0.6825273669399349,full precision derived from retained author NPZ
g5,official32_minus71,3.5,WCL,legacy_rotation,561.0381783582943,611.7762019842171,611.7762019842171,611.7762019842171,1,9.043595531126241,9.043595531126241,9.043595531126241,full precision derived from retained author NPZ
g5,official32_minus71,3.5,ABS,legacy_rotation,545.5232282055754,605.2850869591828,605.2850869591828,605.2850869591828,1,10.954961340543813,10.954961340543813,10.954961340543813,full precision derived from retained author NPZ
g5,official32_minus71,3.5,DIFF,legacy_rotation,982.866888309844,1111.5532337807945,1111.5532337807945,1111.5532337807945,1,13.092957652916963,13.092957652916963,13.092957652916963,full precision derived from retained author NPZ
g5,official32_minus71,3.5,Min-Max,legacy_rotation,471.3808250223458,510.6417793161535,510.6417793161535,510.6417793161535,1,8.32892476946777,8.32892476946777,8.32892476946777,full precision derived from retained author NPZ
g5,official32_minus71,3.5,WCL,opcenter_rotation,561.0381783582943,602.5533015299243,602.5533015299243,602.5533015299243,1,7.399696629044249,7.399696629044249,7.399696629044249,full precision derived from retained author NPZ
g5,official32_minus71,3.5,ABS,opcenter_rotation,545.5232282055754,583.9735764576592,583.9735764576592,583.9735764576592,1,7.048342996972102,7.048342996972102,7.048342996972102,full precision derived from retained author NPZ
g5,official32_minus71,3.5,DIFF,opcenter_rotation,982.866888309844,1057.088080837645,1057.088080837645,1057.088080837645,1,7.551499944761925,7.551499944761925,7.551499944761925,full precision derived from retained author NPZ
g5,official32_minus71,3.5,Min-Max,opcenter_rotation,471.3808250223458,507.58898853462995,507.58898853462995,507.58898853462995,1,7.681297496682796,7.681297496682796,7.681297496682796,full precision derived from retained author NPZ
g5,official32_minus71,4.7,WCL,reference,593.7425223082155,593.7425223082155,593.7425223082155,593.7425223082155,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,4.7,ABS,reference,555.6165186830742,555.6165186830742,555.6165186830742,555.6165186830742,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,4.7,DIFF,reference,1082.7111969409727,1082.7111969409727,1082.7111969409727,1082.7111969409727,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,4.7,Min-Max,reference,478.88143519512585,478.88143519512585,478.88143519512585,478.88143519512585,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,4.7,WCL,fraction_f1_D10000,593.7425223082155,596.8410368906345,593.7425223082155,623.4608510429018,8,0.5218616598948254,0.0,5.005255244167836,full precision derived from retained author NPZ
g5,official32_minus71,4.7,ABS,fraction_f1_D10000,555.6165186830742,555.2392086908635,547.6864304866533,573.3661697158805,8,-0.06790834676856165,-1.427259257017206,3.1945866323190995,full precision derived from retained author NPZ
g5,official32_minus71,4.7,DIFF,fraction_f1_D10000,1082.7111969409727,1046.2104705710412,844.0628565605857,1082.2816169505356,8,-3.3712338500847188,-22.041735695968576,-0.039676322887471256,full precision derived from retained author NPZ
g5,official32_minus71,4.7,Min-Max,fraction_f1_D10000,478.88143519512585,508.05724377135795,478.88143519512585,547.6995932022244,8,6.092491049343786,0.0,14.370604694470517,full precision derived from retained author NPZ
g5,official32_minus71,4.7,WCL,fraction_f32_D10000,593.7425223082155,5909.808638173974,5262.762573965798,6064.077144747305,8,895.3487271215106,786.371175422377,921.3311186089187,full precision derived from retained author NPZ
g5,official32_minus71,4.7,ABS,fraction_f32_D10000,555.6165186830742,2774.7611134136478,2375.2449775822915,3075.844567918061,8,399.40219919854155,327.4971851470709,453.591274645406,full precision derived from retained author NPZ
g5,official32_minus71,4.7,DIFF,fraction_f32_D10000,1082.7111969409727,3121.631949286828,2760.9332838269092,3328.422807046719,8,188.31621563594237,155.00182242757666,207.4155708789791,full precision derived from retained author NPZ
g5,official32_minus71,4.7,Min-Max,fraction_f32_D10000,478.88143519512585,3263.6805823041686,2689.1339545393835,3714.2997502123912,8,581.5216340500532,461.5448327922055,675.619908652119,full precision derived from retained author NPZ
g5,official32_minus71,4.7,WCL,top6_D5000,593.7425223082155,751.0981406974544,737.9451316796869,762.901128840321,8,26.50233265717738,24.28706113398679,28.490229379982694,full precision derived from retained author NPZ
g5,official32_minus71,4.7,ABS,top6_D5000,555.6165186830742,605.7418224027116,543.3873150879504,628.1154358655081,8,9.02156470049607,-2.201015121744328,13.048373247482136,full precision derived from retained author NPZ
g5,official32_minus71,4.7,DIFF,top6_D5000,1082.7111969409727,867.7133882570208,770.715495383212,884.2043036947066,8,-19.857355247770027,-28.816151753048707,-18.334242206704392,full precision derived from retained author NPZ
g5,official32_minus71,4.7,Min-Max,top6_D5000,478.88143519512585,747.6212586150455,699.493126946793,845.8076415964538,8,56.11823797479609,46.068123660249306,76.62151410229957,full precision derived from retained author NPZ
g5,official32_minus71,4.7,WCL,top7_D5000,593.7425223082155,1411.813203593506,1322.403129092181,1447.3206314912227,8,137.7820604973657,122.72333198424909,143.76233419574916,full precision derived from retained author NPZ
g5,official32_minus71,4.7,ABS,top7_D5000,555.6165186830742,902.132647574052,862.3785663116141,977.7380974123794,8,62.36605954630229,55.21111005763998,75.97354731817917,full precision derived from retained author NPZ
g5,official32_minus71,4.7,DIFF,top7_D5000,1082.7111969409727,1267.2699150930437,1093.3097736745462,1418.7350075134207,8,17.04597852811646,0.9788923180547215,31.035405519203035,full precision derived from retained author NPZ
g5,official32_minus71,4.7,Min-Max,top7_D5000,478.88143519512585,1194.3563438705792,1134.3149045240034,1284.8680065511091,8,149.4054386100653,136.86758791595534,168.30607998565964,full precision derived from retained author NPZ
g5,official32_minus71,4.7,WCL,legacy_iso,593.7425223082155,682.441741851388,605.0273108422084,776.6598325046654,8,14.939004064985625,1.9006199000405968,30.807513917875724,full precision derived from retained author NPZ
g5,official32_minus71,4.7,ABS,legacy_iso,555.6165186830742,636.3143991675138,590.9326360255686,683.7836995969052,8,14.524024713251901,6.356203632354361,23.067561277266133,full precision derived from retained author NPZ
g5,official32_minus71,4.7,DIFF,legacy_iso,1082.7111969409727,1301.7677991048172,1228.2495460870045,1406.5484427343044,8,20.23222838950533,13.44202863674331,29.909845460939355,full precision derived from retained author NPZ
g5,official32_minus71,4.7,Min-Max,legacy_iso,478.88143519512585,516.0499525174146,487.64112818937576,576.0991575615203,8,7.761528134233053,1.8291987014866589,20.301000460955844,full precision derived from retained author NPZ
g5,official32_minus71,4.7,WCL,opcenter_exact_iso,593.7425223082155,577.8537983519379,548.690452131812,612.2037532550485,8,-2.676029315621361,-7.587812643308826,3.1092991074756884,full precision derived from retained author NPZ
g5,official32_minus71,4.7,ABS,opcenter_exact_iso,555.6165186830742,541.4801138366118,525.7451086745806,574.541544400575,8,-2.544273679977796,-5.376263844583856,3.4061308620479904,full precision derived from retained author NPZ
g5,official32_minus71,4.7,DIFF,opcenter_exact_iso,1082.7111969409727,1088.115721857088,1023.9145049257766,1143.2936369369065,8,0.4991658838834215,-5.43050558462098,5.595438577443345,full precision derived from retained author NPZ
g5,official32_minus71,4.7,Min-Max,opcenter_exact_iso,478.88143519512585,474.7673534545286,447.4608547961052,483.7849026560813,8,-0.8591023661046581,-6.56124420154604,1.0239418571232461,full precision derived from retained author NPZ
g5,official32_minus71,4.7,WCL,legacy_rotation,593.7425223082155,659.1088231627432,659.1088231627432,659.1088231627432,1,11.009199846494344,11.009199846494344,11.009199846494344,full precision derived from retained author NPZ
g5,official32_minus71,4.7,ABS,legacy_rotation,555.6165186830742,588.1894106415334,588.1894106415334,588.1894106415334,1,5.862477241616874,5.862477241616874,5.862477241616874,full precision derived from retained author NPZ
g5,official32_minus71,4.7,DIFF,legacy_rotation,1082.7111969409727,1155.0877612638792,1155.0877612638792,1155.0877612638792,1,6.684752547807288,6.684752547807288,6.684752547807288,full precision derived from retained author NPZ
g5,official32_minus71,4.7,Min-Max,legacy_rotation,478.88143519512585,515.0336723378,515.0336723378,515.0336723378,1,7.549308552323291,7.549308552323291,7.549308552323291,full precision derived from retained author NPZ
g5,official32_minus71,4.7,WCL,opcenter_rotation,593.7425223082155,627.0782278378335,627.0782278378335,627.0782278378335,1,5.614505324635193,5.614505324635193,5.614505324635193,full precision derived from retained author NPZ
g5,official32_minus71,4.7,ABS,opcenter_rotation,555.6165186830742,578.666923362213,578.666923362213,578.666923362213,1,4.148617599378248,4.148617599378248,4.148617599378248,full precision derived from retained author NPZ
g5,official32_minus71,4.7,DIFF,opcenter_rotation,1082.7111969409727,1106.3175574072834,1106.3175574072834,1106.3175574072834,1,2.1803007609976377,2.1803007609976377,2.1803007609976377,full precision derived from retained author NPZ
g5,official32_minus71,4.7,Min-Max,opcenter_rotation,478.88143519512585,514.1482872973793,514.1482872973793,514.1482872973793,1,7.364422487558647,7.364422487558647,7.364422487558647,full precision derived from retained author NPZ
g5,official32_minus71,6.0,WCL,reference,614.3080908923412,614.3080908923412,614.3080908923412,614.3080908923412,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,6.0,ABS,reference,572.844311267402,572.844311267402,572.844311267402,572.844311267402,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,6.0,DIFF,reference,1133.8410048162195,1133.8410048162195,1133.8410048162195,1133.8410048162195,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,6.0,Min-Max,reference,488.9340602284119,488.9340602284119,488.9340602284119,488.9340602284119,1,0.0,0.0,0.0,full precision derived from retained author NPZ
g5,official32_minus71,6.0,WCL,fraction_f1_D10000,614.3080908923412,617.7008748157974,612.8814467727171,648.5416189930555,8,0.5522935435422814,-0.23223593190050493,5.572696926551445,full precision derived from retained author NPZ
g5,official32_minus71,6.0,ABS,fraction_f1_D10000,572.844311267402,572.7749749095294,555.060237629863,590.0358487569899,8,-0.012103874736774314,-3.1045212962300752,3.001083741505991,full precision derived from retained author NPZ
g5,official32_minus71,6.0,DIFF,fraction_f1_D10000,1133.8410048162195,1093.7758417576922,847.9407375416195,1132.9266432307568,8,-3.5335785959709014,-25.215199138166703,-0.08064283983193593,full precision derived from retained author NPZ
