stage,case_id,substrate,exponent,method,N,median_error_m,spec_json,archive,member,raw_sha256
exact7,exact7__recovered27_common__D10000__f7__d1,recovered27_common,4.7,Min-Max,2498,751.2777223978528,"{""D"": 10000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d1.npz,5232fea2706f6049a4df556a3c18088abc783cfc7c2aef8f0ae44aae116f4078
exact7,exact7__recovered27_common__D10000__f7__d2,recovered27_common,4.7,WCL,2498,637.7642564205458,"{""D"": 10000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d2.npz,97cedbc390cf349d00f9e86df4f7ff3835b39f95ebe1927fb17ef410c8ad4552
exact7,exact7__recovered27_common__D10000__f7__d2,recovered27_common,4.7,ABS,2498,751.0005974148617,"{""D"": 10000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d2.npz,97cedbc390cf349d00f9e86df4f7ff3835b39f95ebe1927fb17ef410c8ad4552
exact7,exact7__recovered27_common__D10000__f7__d2,recovered27_common,4.7,DIFF,2498,959.5795217199282,"{""D"": 10000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d2.npz,97cedbc390cf349d00f9e86df4f7ff3835b39f95ebe1927fb17ef410c8ad4552
exact7,exact7__recovered27_common__D10000__f7__d2,recovered27_common,4.7,Min-Max,2498,642.0338591453103,"{""D"": 10000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d2.npz,97cedbc390cf349d00f9e86df4f7ff3835b39f95ebe1927fb17ef410c8ad4552
exact7,exact7__recovered27_common__D10000__f7__d3,recovered27_common,4.7,WCL,2498,598.4417908135731,"{""D"": 10000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d3.npz,6faaf5e9980e4281cb6bea4d657f640df9ae5a1f47fe0208a62ba9b300cb82eb
exact7,exact7__recovered27_common__D10000__f7__d3,recovered27_common,4.7,ABS,2498,761.0946126080368,"{""D"": 10000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d3.npz,6faaf5e9980e4281cb6bea4d657f640df9ae5a1f47fe0208a62ba9b300cb82eb
exact7,exact7__recovered27_common__D10000__f7__d3,recovered27_common,4.7,DIFF,2498,961.254688607323,"{""D"": 10000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d3.npz,6faaf5e9980e4281cb6bea4d657f640df9ae5a1f47fe0208a62ba9b300cb82eb
exact7,exact7__recovered27_common__D10000__f7__d3,recovered27_common,4.7,Min-Max,2498,613.3332349742891,"{""D"": 10000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d3.npz,6faaf5e9980e4281cb6bea4d657f640df9ae5a1f47fe0208a62ba9b300cb82eb
exact7,exact7__recovered27_common__D10000__f7__d4,recovered27_common,4.7,WCL,2498,1437.8986637229473,"{""D"": 10000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d4.npz,1bbbe17d87c7adf275bf08936019d60bb188393c1c831daef63c9c12e9478d78
exact7,exact7__recovered27_common__D10000__f7__d4,recovered27_common,4.7,ABS,2498,923.132131181666,"{""D"": 10000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d4.npz,1bbbe17d87c7adf275bf08936019d60bb188393c1c831daef63c9c12e9478d78
exact7,exact7__recovered27_common__D10000__f7__d4,recovered27_common,4.7,DIFF,2498,1262.743032815443,"{""D"": 10000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d4.npz,1bbbe17d87c7adf275bf08936019d60bb188393c1c831daef63c9c12e9478d78
exact7,exact7__recovered27_common__D10000__f7__d4,recovered27_common,4.7,Min-Max,2498,1178.992444402685,"{""D"": 10000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d4.npz,1bbbe17d87c7adf275bf08936019d60bb188393c1c831daef63c9c12e9478d78
exact7,exact7__recovered27_common__D10000__f7__d5,recovered27_common,4.7,WCL,2498,682.4078100631007,"{""D"": 10000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d5.npz,76eb3ccc43479466b01821cba603db580087febb7f2ace6dfdec23917a64ecca
exact7,exact7__recovered27_common__D10000__f7__d5,recovered27_common,4.7,ABS,2498,653.7859433410342,"{""D"": 10000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d5.npz,76eb3ccc43479466b01821cba603db580087febb7f2ace6dfdec23917a64ecca
exact7,exact7__recovered27_common__D10000__f7__d5,recovered27_common,4.7,DIFF,2498,833.8352022938504,"{""D"": 10000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d5.npz,76eb3ccc43479466b01821cba603db580087febb7f2ace6dfdec23917a64ecca
exact7,exact7__recovered27_common__D10000__f7__d5,recovered27_common,4.7,Min-Max,2498,800.9303355294088,"{""D"": 10000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d5.npz,76eb3ccc43479466b01821cba603db580087febb7f2ace6dfdec23917a64ecca
exact7,exact7__recovered27_common__D10000__f7__d6,recovered27_common,4.7,WCL,2498,1071.771970636326,"{""D"": 10000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d6.npz,8a360d185c1f21216dacaaab02e4477601df5dbe9750691b0737c4eb817b6c58
exact7,exact7__recovered27_common__D10000__f7__d6,recovered27_common,4.7,ABS,2498,860.5113163030879,"{""D"": 10000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d6.npz,8a360d185c1f21216dacaaab02e4477601df5dbe9750691b0737c4eb817b6c58
exact7,exact7__recovered27_common__D10000__f7__d6,recovered27_common,4.7,DIFF,2498,1210.282488429198,"{""D"": 10000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d6.npz,8a360d185c1f21216dacaaab02e4477601df5dbe9750691b0737c4eb817b6c58
exact7,exact7__recovered27_common__D10000__f7__d6,recovered27_common,4.7,Min-Max,2498,833.8158825958443,"{""D"": 10000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d6.npz,8a360d185c1f21216dacaaab02e4477601df5dbe9750691b0737c4eb817b6c58
exact7,exact7__recovered27_common__D10000__f7__d7,recovered27_common,4.7,WCL,2498,600.032539790096,"{""D"": 10000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d7.npz,979bb7d6743cc763084c3843ea3c8f469d845435c48ea954048a0665b824dbab
exact7,exact7__recovered27_common__D10000__f7__d7,recovered27_common,4.7,ABS,2498,644.700228873887,"{""D"": 10000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d7.npz,979bb7d6743cc763084c3843ea3c8f469d845435c48ea954048a0665b824dbab
exact7,exact7__recovered27_common__D10000__f7__d7,recovered27_common,4.7,DIFF,2498,826.1586227709336,"{""D"": 10000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d7.npz,979bb7d6743cc763084c3843ea3c8f469d845435c48ea954048a0665b824dbab
exact7,exact7__recovered27_common__D10000__f7__d7,recovered27_common,4.7,Min-Max,2498,510.4660356416167,"{""D"": 10000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered27_common__D10000__f7__d7.npz,979bb7d6743cc763084c3843ea3c8f469d845435c48ea954048a0665b824dbab
exact7,exact7__official27_common__reference,official27_common,4.7,WCL,2498,550.147955381421,"{""kind"": ""reference""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__reference.npz,cca860026c86dcd4108a2e89c02436f54d2c4879eba2326988a28a873aaa0bab
exact7,exact7__official27_common__reference,official27_common,4.7,ABS,2498,560.2566653454028,"{""kind"": ""reference""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__reference.npz,cca860026c86dcd4108a2e89c02436f54d2c4879eba2326988a28a873aaa0bab
exact7,exact7__official27_common__reference,official27_common,4.7,DIFF,2498,1104.02759665123,"{""kind"": ""reference""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__reference.npz,cca860026c86dcd4108a2e89c02436f54d2c4879eba2326988a28a873aaa0bab
exact7,exact7__official27_common__reference,official27_common,4.7,Min-Max,2498,442.6550881089566,"{""kind"": ""reference""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__reference.npz,cca860026c86dcd4108a2e89c02436f54d2c4879eba2326988a28a873aaa0bab
exact7,exact7__official27_common__D1000__f7__d0,official27_common,4.7,WCL,2498,659.2592412894418,"{""D"": 1000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d0.npz,cbb86bd23e5738cec4c6e0f0ba95d94e6d91e0c04bb5158e53e64a6c89e2dcc9
exact7,exact7__official27_common__D1000__f7__d0,official27_common,4.7,ABS,2498,575.3676677226879,"{""D"": 1000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d0.npz,cbb86bd23e5738cec4c6e0f0ba95d94e6d91e0c04bb5158e53e64a6c89e2dcc9
exact7,exact7__official27_common__D1000__f7__d0,official27_common,4.7,DIFF,2498,1615.2685788049143,"{""D"": 1000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d0.npz,cbb86bd23e5738cec4c6e0f0ba95d94e6d91e0c04bb5158e53e64a6c89e2dcc9
exact7,exact7__official27_common__D1000__f7__d0,official27_common,4.7,Min-Max,2498,517.5335381882483,"{""D"": 1000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d0.npz,cbb86bd23e5738cec4c6e0f0ba95d94e6d91e0c04bb5158e53e64a6c89e2dcc9
exact7,exact7__official27_common__D1000__f7__d1,official27_common,4.7,WCL,2498,573.4103309215336,"{""D"": 1000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d1.npz,3b4837617f274e61f1a9f9a354a31864b9930dc17e02eb6676aa6543fa5f669e
exact7,exact7__official27_common__D1000__f7__d1,official27_common,4.7,ABS,2498,616.117767735426,"{""D"": 1000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d1.npz,3b4837617f274e61f1a9f9a354a31864b9930dc17e02eb6676aa6543fa5f669e
exact7,exact7__official27_common__D1000__f7__d1,official27_common,4.7,DIFF,2498,1161.8069044484182,"{""D"": 1000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d1.npz,3b4837617f274e61f1a9f9a354a31864b9930dc17e02eb6676aa6543fa5f669e
exact7,exact7__official27_common__D1000__f7__d1,official27_common,4.7,Min-Max,2498,463.5980457762089,"{""D"": 1000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d1.npz,3b4837617f274e61f1a9f9a354a31864b9930dc17e02eb6676aa6543fa5f669e
exact7,exact7__official27_common__D1000__f7__d2,official27_common,4.7,WCL,2498,639.531477858118,"{""D"": 1000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d2.npz,427764ab4f02a97d7cd96fa241997cbe0272b507a431feef96d2a653a681de8f
exact7,exact7__official27_common__D1000__f7__d2,official27_common,4.7,ABS,2498,590.177024614609,"{""D"": 1000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d2.npz,427764ab4f02a97d7cd96fa241997cbe0272b507a431feef96d2a653a681de8f
exact7,exact7__official27_common__D1000__f7__d2,official27_common,4.7,DIFF,2498,1206.8750654296477,"{""D"": 1000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d2.npz,427764ab4f02a97d7cd96fa241997cbe0272b507a431feef96d2a653a681de8f
exact7,exact7__official27_common__D1000__f7__d2,official27_common,4.7,Min-Max,2498,483.9649458698701,"{""D"": 1000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d2.npz,427764ab4f02a97d7cd96fa241997cbe0272b507a431feef96d2a653a681de8f
exact7,exact7__official27_common__D1000__f7__d3,official27_common,4.7,WCL,2498,530.4441267031675,"{""D"": 1000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d3.npz,eb18e5cebc7ca590e92e433c52d45b9f042d75d75a76691cd6f2745e9150f28f
exact7,exact7__official27_common__D1000__f7__d3,official27_common,4.7,ABS,2498,574.7900484537188,"{""D"": 1000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d3.npz,eb18e5cebc7ca590e92e433c52d45b9f042d75d75a76691cd6f2745e9150f28f
exact7,exact7__official27_common__D1000__f7__d3,official27_common,4.7,DIFF,2498,1169.3409822907436,"{""D"": 1000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d3.npz,eb18e5cebc7ca590e92e433c52d45b9f042d75d75a76691cd6f2745e9150f28f
exact7,exact7__official27_common__D1000__f7__d3,official27_common,4.7,Min-Max,2498,410.2734616745407,"{""D"": 1000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d3.npz,eb18e5cebc7ca590e92e433c52d45b9f042d75d75a76691cd6f2745e9150f28f
exact7,exact7__official27_common__D1000__f7__d4,official27_common,4.7,WCL,2498,615.7973224065945,"{""D"": 1000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d4.npz,f5ed346d7fa870685296b6dfac46cb4b1e756e1990e1fdebdb5b7b58a1b15456
exact7,exact7__official27_common__D1000__f7__d4,official27_common,4.7,ABS,2498,625.9217502142376,"{""D"": 1000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d4.npz,f5ed346d7fa870685296b6dfac46cb4b1e756e1990e1fdebdb5b7b58a1b15456
exact7,exact7__official27_common__D1000__f7__d4,official27_common,4.7,DIFF,2498,1399.9614536268073,"{""D"": 1000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d4.npz,f5ed346d7fa870685296b6dfac46cb4b1e756e1990e1fdebdb5b7b58a1b15456
exact7,exact7__official27_common__D1000__f7__d4,official27_common,4.7,Min-Max,2498,497.123767903366,"{""D"": 1000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d4.npz,f5ed346d7fa870685296b6dfac46cb4b1e756e1990e1fdebdb5b7b58a1b15456
exact7,exact7__official27_common__D1000__f7__d5,official27_common,4.7,WCL,2498,560.4958262392614,"{""D"": 1000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d5.npz,53864137fdfc955b545c7a7c9e5760b745b563170be41aab71e86069c055efca
exact7,exact7__official27_common__D1000__f7__d5,official27_common,4.7,ABS,2498,559.696026144539,"{""D"": 1000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d5.npz,53864137fdfc955b545c7a7c9e5760b745b563170be41aab71e86069c055efca
exact7,exact7__official27_common__D1000__f7__d5,official27_common,4.7,DIFF,2498,989.2993379261252,"{""D"": 1000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d5.npz,53864137fdfc955b545c7a7c9e5760b745b563170be41aab71e86069c055efca
exact7,exact7__official27_common__D1000__f7__d5,official27_common,4.7,Min-Max,2498,448.82308541744624,"{""D"": 1000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d5.npz,53864137fdfc955b545c7a7c9e5760b745b563170be41aab71e86069c055efca
exact7,exact7__official27_common__D1000__f7__d6,official27_common,4.7,WCL,2498,612.5681325941483,"{""D"": 1000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d6.npz,32f18fd3086aa368e04ec14439e82e19cd5e252b1e07c6f88edcd4dc21d4847f
exact7,exact7__official27_common__D1000__f7__d6,official27_common,4.7,ABS,2498,643.5552612739564,"{""D"": 1000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d6.npz,32f18fd3086aa368e04ec14439e82e19cd5e252b1e07c6f88edcd4dc21d4847f
exact7,exact7__official27_common__D1000__f7__d6,official27_common,4.7,DIFF,2498,1211.5166300160176,"{""D"": 1000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d6.npz,32f18fd3086aa368e04ec14439e82e19cd5e252b1e07c6f88edcd4dc21d4847f
exact7,exact7__official27_common__D1000__f7__d6,official27_common,4.7,Min-Max,2498,473.7216769922161,"{""D"": 1000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d6.npz,32f18fd3086aa368e04ec14439e82e19cd5e252b1e07c6f88edcd4dc21d4847f
exact7,exact7__official27_common__D1000__f7__d7,official27_common,4.7,WCL,2498,536.4035389849118,"{""D"": 1000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d7.npz,374a13e70606644c9627c0eaf7ecf4f59174bb85c18c065b2dd15ffa3427afac
exact7,exact7__official27_common__D1000__f7__d7,official27_common,4.7,ABS,2498,527.748521470651,"{""D"": 1000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d7.npz,374a13e70606644c9627c0eaf7ecf4f59174bb85c18c065b2dd15ffa3427afac
exact7,exact7__official27_common__D1000__f7__d7,official27_common,4.7,DIFF,2498,1124.4080156786285,"{""D"": 1000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d7.npz,374a13e70606644c9627c0eaf7ecf4f59174bb85c18c065b2dd15ffa3427afac
exact7,exact7__official27_common__D1000__f7__d7,official27_common,4.7,Min-Max,2498,438.08062021206285,"{""D"": 1000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official27_common__D1000__f7__d7.npz,374a13e70606644c9627c0eaf7ecf4f59174bb85c18c065b2dd15ffa3427afac
