stage,case_id,substrate,exponent,method,N,median_error_m,spec_json,archive,member,raw_sha256
g5,g5__official32_minus71__n6p0__top6__d2,official32_minus71,6.0,DIFF,2498,867.8337315214014,"{""D"": 5000, ""draw"": 2, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d2.npz,6f2d8ea7d8c2e67e55e1ae73b3dbe3bc7c4d60c26aa87cd4798033e67ca1e128
g5,g5__official32_minus71__n6p0__top6__d2,official32_minus71,6.0,Min-Max,2498,682.2238370387402,"{""D"": 5000, ""draw"": 2, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d2.npz,6f2d8ea7d8c2e67e55e1ae73b3dbe3bc7c4d60c26aa87cd4798033e67ca1e128
g5,g5__official32_minus71__n6p0__top7__d2,official32_minus71,6.0,WCL,2498,1464.6213204553774,"{""D"": 5000, ""draw"": 2, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d2.npz,d0c53d7cad251b43a1e25363e50fa2fa2c831d0d3737e1cc14bc69c9af87bba7
g5,g5__official32_minus71__n6p0__top7__d2,official32_minus71,6.0,ABS,2498,823.3875037327732,"{""D"": 5000, ""draw"": 2, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d2.npz,d0c53d7cad251b43a1e25363e50fa2fa2c831d0d3737e1cc14bc69c9af87bba7
g5,g5__official32_minus71__n6p0__top7__d2,official32_minus71,6.0,DIFF,2498,1019.2386300814505,"{""D"": 5000, ""draw"": 2, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d2.npz,d0c53d7cad251b43a1e25363e50fa2fa2c831d0d3737e1cc14bc69c9af87bba7
g5,g5__official32_minus71__n6p0__top7__d2,official32_minus71,6.0,Min-Max,2498,1107.8903735448869,"{""D"": 5000, ""draw"": 2, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d2.npz,d0c53d7cad251b43a1e25363e50fa2fa2c831d0d3737e1cc14bc69c9af87bba7
g5,g5__official32_minus71__n6p0__legacy_iso__d2,official32_minus71,6.0,WCL,2498,747.9134179221186,"{""kind"": ""legacy_iso"", ""seed"": 4776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d2.npz,f2195c6675a1deac72f4b9f38b1f5554e2360d11f482484dd40796c311500758
g5,g5__official32_minus71__n6p0__legacy_iso__d2,official32_minus71,6.0,ABS,2498,593.4443431017314,"{""kind"": ""legacy_iso"", ""seed"": 4776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d2.npz,f2195c6675a1deac72f4b9f38b1f5554e2360d11f482484dd40796c311500758
g5,g5__official32_minus71__n6p0__legacy_iso__d2,official32_minus71,6.0,DIFF,2498,1376.8873915355184,"{""kind"": ""legacy_iso"", ""seed"": 4776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d2.npz,f2195c6675a1deac72f4b9f38b1f5554e2360d11f482484dd40796c311500758
g5,g5__official32_minus71__n6p0__legacy_iso__d2,official32_minus71,6.0,Min-Max,2498,534.3870832355454,"{""kind"": ""legacy_iso"", ""seed"": 4776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d2.npz,f2195c6675a1deac72f4b9f38b1f5554e2360d11f482484dd40796c311500758
g5,g5__official32_minus71__n6p0__op_iso__d2,official32_minus71,6.0,WCL,2498,644.825217678085,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d2.npz,39741976058c6e8e3e6c687ab150d22e6b1060dc61170927097c98c7b0ab85b3
g5,g5__official32_minus71__n6p0__op_iso__d2,official32_minus71,6.0,ABS,2498,547.359137587549,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d2.npz,39741976058c6e8e3e6c687ab150d22e6b1060dc61170927097c98c7b0ab85b3
g5,g5__official32_minus71__n6p0__op_iso__d2,official32_minus71,6.0,DIFF,2498,1180.6064151985206,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d2.npz,39741976058c6e8e3e6c687ab150d22e6b1060dc61170927097c98c7b0ab85b3
g5,g5__official32_minus71__n6p0__op_iso__d2,official32_minus71,6.0,Min-Max,2498,493.3714436315088,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d2.npz,39741976058c6e8e3e6c687ab150d22e6b1060dc61170927097c98c7b0ab85b3
g5,g5__official32_minus71__n6p0__one__d3,official32_minus71,6.0,WCL,2498,614.3080908923412,"{""D"": 10000, ""draw"": 3, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__one__d3.npz,bb2d65a38cd47b225ff03629a91a4c2478532445cc3011839a1874415f8e9ab3
g5,g5__official32_minus71__n6p0__one__d3,official32_minus71,6.0,ABS,2498,572.7056385516569,"{""D"": 10000, ""draw"": 3, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__one__d3.npz,bb2d65a38cd47b225ff03629a91a4c2478532445cc3011839a1874415f8e9ab3
g5,g5__official32_minus71__n6p0__one__d3,official32_minus71,6.0,DIFF,2498,1132.9266432307568,"{""D"": 10000, ""draw"": 3, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__one__d3.npz,bb2d65a38cd47b225ff03629a91a4c2478532445cc3011839a1874415f8e9ab3
g5,g5__official32_minus71__n6p0__one__d3,official32_minus71,6.0,Min-Max,2498,488.9340602284119,"{""D"": 10000, ""draw"": 3, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__one__d3.npz,bb2d65a38cd47b225ff03629a91a4c2478532445cc3011839a1874415f8e9ab3
g5,g5__official32_minus71__n6p0__all__d3,official32_minus71,6.0,WCL,2498,6249.439178975233,"{""D"": 10000, ""draw"": 3, ""f"": 32, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__all__d3.npz,bb5c77788b3fe995c596088a333d4c08a4fe286f2b0738dcb3cbe2940921f612
g5,g5__official32_minus71__n6p0__all__d3,official32_minus71,6.0,ABS,2498,2814.2301472195204,"{""D"": 10000, ""draw"": 3, ""f"": 32, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__all__d3.npz,bb5c77788b3fe995c596088a333d4c08a4fe286f2b0738dcb3cbe2940921f612
g5,g5__official32_minus71__n6p0__all__d3,official32_minus71,6.0,DIFF,2498,3083.2092307781445,"{""D"": 10000, ""draw"": 3, ""f"": 32, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__all__d3.npz,bb5c77788b3fe995c596088a333d4c08a4fe286f2b0738dcb3cbe2940921f612
g5,g5__official32_minus71__n6p0__all__d3,official32_minus71,6.0,Min-Max,2498,3274.041250321879,"{""D"": 10000, ""draw"": 3, ""f"": 32, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__all__d3.npz,bb5c77788b3fe995c596088a333d4c08a4fe286f2b0738dcb3cbe2940921f612
g5,g5__official32_minus71__n6p0__top6__d3,official32_minus71,6.0,WCL,2498,770.0850581528377,"{""D"": 5000, ""draw"": 3, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d3.npz,c24ad8b4d2519eb532a4509d9af5a3eb1b41222d9a820bfc9d1d5e4044706900
g5,g5__official32_minus71__n6p0__top6__d3,official32_minus71,6.0,ABS,2498,563.2321189052353,"{""D"": 5000, ""draw"": 3, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d3.npz,c24ad8b4d2519eb532a4509d9af5a3eb1b41222d9a820bfc9d1d5e4044706900
g5,g5__official32_minus71__n6p0__top6__d3,official32_minus71,6.0,DIFF,2498,826.7207064896144,"{""D"": 5000, ""draw"": 3, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d3.npz,c24ad8b4d2519eb532a4509d9af5a3eb1b41222d9a820bfc9d1d5e4044706900
g5,g5__official32_minus71__n6p0__top6__d3,official32_minus71,6.0,Min-Max,2498,673.6697995588477,"{""D"": 5000, ""draw"": 3, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d3.npz,c24ad8b4d2519eb532a4509d9af5a3eb1b41222d9a820bfc9d1d5e4044706900
g5,g5__official32_minus71__n6p0__top7__d3,official32_minus71,6.0,WCL,2498,1464.553256468434,"{""D"": 5000, ""draw"": 3, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d3.npz,b2fde2817181239ef52e1ea73b6cf27e41ce8565a098d8289808686be840594f
g5,g5__official32_minus71__n6p0__top7__d3,official32_minus71,6.0,ABS,2498,851.9353337673433,"{""D"": 5000, ""draw"": 3, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d3.npz,b2fde2817181239ef52e1ea73b6cf27e41ce8565a098d8289808686be840594f
g5,g5__official32_minus71__n6p0__top7__d3,official32_minus71,6.0,DIFF,2498,1084.1456966556918,"{""D"": 5000, ""draw"": 3, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d3.npz,b2fde2817181239ef52e1ea73b6cf27e41ce8565a098d8289808686be840594f
g5,g5__official32_minus71__n6p0__top7__d3,official32_minus71,6.0,Min-Max,2498,1107.8107395327386,"{""D"": 5000, ""draw"": 3, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d3.npz,b2fde2817181239ef52e1ea73b6cf27e41ce8565a098d8289808686be840594f
g5,g5__official32_minus71__n6p0__legacy_iso__d3,official32_minus71,6.0,WCL,2498,857.4519247090514,"{""kind"": ""legacy_iso"", ""seed"": 4789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d3.npz,7f4d3c0d509f9a99d261c1f91b84c40add8d7a3da4b9b93a5e58113f1599a6b3
g5,g5__official32_minus71__n6p0__legacy_iso__d3,official32_minus71,6.0,ABS,2498,647.0753380277982,"{""kind"": ""legacy_iso"", ""seed"": 4789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d3.npz,7f4d3c0d509f9a99d261c1f91b84c40add8d7a3da4b9b93a5e58113f1599a6b3
g5,g5__official32_minus71__n6p0__legacy_iso__d3,official32_minus71,6.0,DIFF,2498,1290.1358834910216,"{""kind"": ""legacy_iso"", ""seed"": 4789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d3.npz,7f4d3c0d509f9a99d261c1f91b84c40add8d7a3da4b9b93a5e58113f1599a6b3
g5,g5__official32_minus71__n6p0__legacy_iso__d3,official32_minus71,6.0,Min-Max,2498,572.6044759801537,"{""kind"": ""legacy_iso"", ""seed"": 4789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d3.npz,7f4d3c0d509f9a99d261c1f91b84c40add8d7a3da4b9b93a5e58113f1599a6b3
g5,g5__official32_minus71__n6p0__op_iso__d3,official32_minus71,6.0,WCL,2498,613.1826494339095,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d3.npz,09aa3a3f4c0853ebbf96d4ecbc9c9604b97b6bfd4eb4f6f7e95951e70bc44fc1
g5,g5__official32_minus71__n6p0__op_iso__d3,official32_minus71,6.0,ABS,2498,552.0795953468387,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d3.npz,09aa3a3f4c0853ebbf96d4ecbc9c9604b97b6bfd4eb4f6f7e95951e70bc44fc1
g5,g5__official32_minus71__n6p0__op_iso__d3,official32_minus71,6.0,DIFF,2498,1229.0442844627519,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d3.npz,09aa3a3f4c0853ebbf96d4ecbc9c9604b97b6bfd4eb4f6f7e95951e70bc44fc1
g5,g5__official32_minus71__n6p0__op_iso__d3,official32_minus71,6.0,Min-Max,2498,478.562602519081,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d3.npz,09aa3a3f4c0853ebbf96d4ecbc9c9604b97b6bfd4eb4f6f7e95951e70bc44fc1
g5,g5__official32_minus71__n6p0__one__d4,official32_minus71,6.0,WCL,2498,634.0535751459853,"{""D"": 10000, ""draw"": 4, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__one__d4.npz,7020e638a3b3156c844325ee0f784243a6833e9a57243868fdd71b98181af47f
g5,g5__official32_minus71__n6p0__one__d4,official32_minus71,6.0,ABS,2498,577.9547774441551,"{""D"": 10000, ""draw"": 4, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__one__d4.npz,7020e638a3b3156c844325ee0f784243a6833e9a57243868fdd71b98181af47f
g5,g5__official32_minus71__n6p0__one__d4,official32_minus71,6.0,DIFF,2498,890.9334947867135,"{""D"": 10000, ""draw"": 4, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__one__d4.npz,7020e638a3b3156c844325ee0f784243a6833e9a57243868fdd71b98181af47f
g5,g5__official32_minus71__n6p0__one__d4,official32_minus71,6.0,Min-Max,2498,550.0145379427936,"{""D"": 10000, ""draw"": 4, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__one__d4.npz,7020e638a3b3156c844325ee0f784243a6833e9a57243868fdd71b98181af47f
g5,g5__official32_minus71__n6p0__all__d4,official32_minus71,6.0,WCL,2498,6157.928729747886,"{""D"": 10000, ""draw"": 4, ""f"": 32, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__all__d4.npz,b3dfa3964d780c6f498791b6e8049cfaf377073a552e3f02dd8cb8225f2403bd
g5,g5__official32_minus71__n6p0__all__d4,official32_minus71,6.0,ABS,2498,2551.492511512344,"{""D"": 10000, ""draw"": 4, ""f"": 32, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__all__d4.npz,b3dfa3964d780c6f498791b6e8049cfaf377073a552e3f02dd8cb8225f2403bd
g5,g5__official32_minus71__n6p0__all__d4,official32_minus71,6.0,DIFF,2498,2753.2816432974882,"{""D"": 10000, ""draw"": 4, ""f"": 32, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__all__d4.npz,b3dfa3964d780c6f498791b6e8049cfaf377073a552e3f02dd8cb8225f2403bd
g5,g5__official32_minus71__n6p0__all__d4,official32_minus71,6.0,Min-Max,2498,3005.645651247608,"{""D"": 10000, ""draw"": 4, ""f"": 32, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__all__d4.npz,b3dfa3964d780c6f498791b6e8049cfaf377073a552e3f02dd8cb8225f2403bd
g5,g5__official32_minus71__n6p0__top6__d4,official32_minus71,6.0,WCL,2498,768.5587483041572,"{""D"": 5000, ""draw"": 4, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d4.npz,849641ad7788f91d96b0c248ccea652971a4c69dd3416fdae0b3ca7d8429fa80
g5,g5__official32_minus71__n6p0__top6__d4,official32_minus71,6.0,ABS,2498,579.5787061539293,"{""D"": 5000, ""draw"": 4, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d4.npz,849641ad7788f91d96b0c248ccea652971a4c69dd3416fdae0b3ca7d8429fa80
g5,g5__official32_minus71__n6p0__top6__d4,official32_minus71,6.0,DIFF,2498,792.0474086690494,"{""D"": 5000, ""draw"": 4, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d4.npz,849641ad7788f91d96b0c248ccea652971a4c69dd3416fdae0b3ca7d8429fa80
g5,g5__official32_minus71__n6p0__top6__d4,official32_minus71,6.0,Min-Max,2498,707.748592766651,"{""D"": 5000, ""draw"": 4, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top6__d4.npz,849641ad7788f91d96b0c248ccea652971a4c69dd3416fdae0b3ca7d8429fa80
g5,g5__official32_minus71__n6p0__top7__d4,official32_minus71,6.0,WCL,2498,1520.1739115145192,"{""D"": 5000, ""draw"": 4, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d4.npz,80e03543dffbeab1856fbae8d081fb68992cf0d35b7b59fe36bf6ffd386e77be
g5,g5__official32_minus71__n6p0__top7__d4,official32_minus71,6.0,ABS,2498,827.4370794971913,"{""D"": 5000, ""draw"": 4, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d4.npz,80e03543dffbeab1856fbae8d081fb68992cf0d35b7b59fe36bf6ffd386e77be
g5,g5__official32_minus71__n6p0__top7__d4,official32_minus71,6.0,DIFF,2498,1082.4847941435132,"{""D"": 5000, ""draw"": 4, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d4.npz,80e03543dffbeab1856fbae8d081fb68992cf0d35b7b59fe36bf6ffd386e77be
g5,g5__official32_minus71__n6p0__top7__d4,official32_minus71,6.0,Min-Max,2498,1205.5076676040796,"{""D"": 5000, ""draw"": 4, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__top7__d4.npz,80e03543dffbeab1856fbae8d081fb68992cf0d35b7b59fe36bf6ffd386e77be
g5,g5__official32_minus71__n6p0__legacy_iso__d4,official32_minus71,6.0,WCL,2498,736.1064938166298,"{""kind"": ""legacy_iso"", ""seed"": 4802}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d4.npz,d48ea661df0a3ed81940ff0e5c1a217c03ab5d345a4c0e13958c74da84fe0b73
g5,g5__official32_minus71__n6p0__legacy_iso__d4,official32_minus71,6.0,ABS,2498,683.667846681243,"{""kind"": ""legacy_iso"", ""seed"": 4802}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d4.npz,d48ea661df0a3ed81940ff0e5c1a217c03ab5d345a4c0e13958c74da84fe0b73
g5,g5__official32_minus71__n6p0__legacy_iso__d4,official32_minus71,6.0,DIFF,2498,1429.538188123822,"{""kind"": ""legacy_iso"", ""seed"": 4802}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d4.npz,d48ea661df0a3ed81940ff0e5c1a217c03ab5d345a4c0e13958c74da84fe0b73
g5,g5__official32_minus71__n6p0__legacy_iso__d4,official32_minus71,6.0,Min-Max,2498,558.0129719906619,"{""kind"": ""legacy_iso"", ""seed"": 4802}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__legacy_iso__d4.npz,d48ea661df0a3ed81940ff0e5c1a217c03ab5d345a4c0e13958c74da84fe0b73
g5,g5__official32_minus71__n6p0__op_iso__d4,official32_minus71,6.0,WCL,2498,568.4684859148288,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7802}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d4.npz,650a08d9cfb519d87c2ea44b3963106acb1f00eaf113240fcaa50b6cd5913708
g5,g5__official32_minus71__n6p0__op_iso__d4,official32_minus71,6.0,ABS,2498,526.9870776505161,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7802}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__official32_minus71__n6p0__op_iso__d4.npz,650a08d9cfb519d87c2ea44b3963106acb1f00eaf113240fcaa50b6cd5913708
