substrate,method,N,disp_median,disp_rms,disp_max,rotation_m,rotation_pct,exact_mag_iso8_m,exact_mag_iso8_pct,rotation_minus_iso_pp,iso_min_m,iso_max_m
recovered29,WCL,2498,371.9362922874227,1193.8390872275882,3403.1310533271326,671.560814219227,12.362642570545459,619.6757854819095,3.681464611179688,8.681177959365773,553.9545324891658,692.6182750267762
recovered29,ABS,2498,371.9362922874227,1193.8390872275882,3403.1310533271326,693.9341492061328,8.255885999127484,661.6530512873471,3.2199343022400893,5.035951696887395,641.0615891562517,689.800449446587
recovered29,DIFF,2498,371.9362922874227,1193.8390872275882,3403.1310533271326,1077.808608727102,11.811355037327811,1007.9692746770387,4.566255571788718,7.245099465539094,888.0569307584649,1096.2836499840093
recovered29,Min-Max,2498,371.9362922874227,1193.8390872275882,3403.1310533271326,496.3337377813088,6.508122619952425,480.06895952819497,3.017868251364103,3.490254368588322,452.493456984988,501.6491248639036
official32_minus71,WCL,2498,354.57257876202897,448.3688457823545,1235.4692167750177,627.0782278378335,5.614505324635193,577.8537983519379,-2.676029315621361,8.290534640256553,548.690452131812,612.2037532550485
official32_minus71,ABS,2498,354.57257876202897,448.3688457823545,1235.4692167750177,578.666923362213,4.148617599378248,541.4801138366118,-2.544273679977796,6.692891279356044,525.7451086745806,574.541544400575
official32_minus71,DIFF,2498,354.57257876202897,448.3688457823545,1235.4692167750177,1106.3175574072834,2.1803007609976377,1088.115721857088,0.4991658838834215,1.6811348771142163,1023.9145049257766,1143.2936369369065
official32_minus71,Min-Max,2498,354.57257876202897,448.3688457823545,1235.4692167750177,514.1482872973793,7.364422487558647,474.7673534545286,-0.8591023661046581,8.223524853663305,447.4608547961052,483.7849026560813
