population=2498 receivers=29 max_gws=10 tau=3.0
conditions=483 total_condition_message_hits_lt2=19695
max_condition_lt2_pct=11.128903
verdict=OPEN: fallback invoked; regenerate affected DIFF outputs

condition,max_gws,messages,zero,one,lt2,lt2_pct,min,median,max
E2_D5000_top1_dir2,10,2498,3,3,6,0.240192,0,5.0,44
E2_D5000_top1_dir3,10,2498,3,2,5,0.200160,0,5.0,44
E2_D5000_top1_dir4,10,2498,4,3,7,0.280224,0,5.0,44
E2_D5000_top1_dir5,10,2498,4,3,7,0.280224,0,5.0,44
E2_D5000_top1_dir6,10,2498,4,3,7,0.280224,0,5.0,44
E2_D5000_top1_dir7,10,2498,3,3,6,0.240192,0,5.0,44
E2_D5000_top2_dir0,10,2498,1,0,1,0.040032,0,5.0,44
E2_D5000_top2_dir1,10,2498,1,1,2,0.080064,0,5.0,44
E2_D5000_top2_dir2,10,2498,1,0,1,0.040032,0,5.0,44
E2_D5000_top2_dir3,10,2498,2,1,3,0.120096,0,5.0,44
E2_D5000_top2_dir4,10,2498,1,1,2,0.080064,0,5.0,44
E2_D5000_top2_dir5,10,2498,2,1,3,0.120096,0,5.0,44
E2_D5000_top2_dir6,10,2498,1,0,1,0.040032,0,5.0,44
E2_D5000_top2_dir7,10,2498,1,0,1,0.040032,0,5.0,44
E2_D5000_top3_dir0,10,2498,1,4,5,0.200160,0,5.0,44
E2_D5000_top3_dir1,10,2498,1,2,3,0.120096,0,5.0,44
E2_D5000_top3_dir2,10,2498,3,3,6,0.240192,0,5.0,44
E2_D5000_top3_dir3,10,2498,2,3,5,0.200160,0,5.0,44
E2_D5000_top3_dir4,10,2498,7,4,11,0.440352,0,5.0,44
E2_D5000_top3_dir5,10,2498,5,4,9,0.360288,0,5.0,43
E2_D5000_top3_dir6,10,2498,3,3,6,0.240192,0,5.0,44
E2_D5000_top3_dir7,10,2498,4,4,8,0.320256,0,5.0,44
E2_D5000_top4_dir0,10,2498,9,12,21,0.840673,0,5.0,44
E2_D5000_top4_dir1,10,2498,6,10,16,0.640512,0,5.0,43
E2_D5000_top4_dir2,10,2498,18,9,27,1.080865,0,5.0,44
E2_D5000_top4_dir3,10,2498,16,12,28,1.120897,0,5.0,44
E2_D5000_top4_dir4,10,2498,18,9,27,1.080865,0,5.0,44
E2_D5000_top4_dir5,10,2498,14,8,22,0.880705,0,5.0,44
E2_D5000_top4_dir6,10,2498,12,13,25,1.000801,0,5.0,43
E2_D5000_top4_dir7,10,2498,15,9,24,0.960769,0,5.0,44
E2_D5000_top5_dir0,10,2498,19,11,30,1.200961,0,5.0,44
E2_D5000_top5_dir1,10,2498,17,11,28,1.120897,0,5.0,44
E2_D5000_top5_dir2,10,2498,5,5,10,0.400320,0,5.0,44
E2_D5000_top5_dir3,10,2498,17,6,23,0.920737,0,5.0,44
E2_D5000_top5_dir4,10,2498,10,11,21,0.840673,0,5.0,44
E2_D5000_top5_dir5,10,2498,11,8,19,0.760608,0,5.0,44
E2_D5000_top5_dir6,10,2498,18,8,26,1.040833,0,5.0,44
E2_D5000_top5_dir7,10,2498,13,12,25,1.000801,0,5.0,44
E2_D5000_top6_dir0,10,2498,16,12,28,1.120897,0,5.0,43
E2_D5000_top6_dir1,10,2498,23,14,37,1.481185,0,5.0,43
E2_D5000_top6_dir2,10,2498,18,19,37,1.481185,0,5.0,44
E2_D5000_top6_dir3,10,2498,19,12,31,1.240993,0,5.0,43
E2_D5000_top6_dir4,10,2498,12,10,22,0.880705,0,5.0,44
E2_D5000_top6_dir5,10,2498,14,14,28,1.120897,0,5.0,44
E2_D5000_top6_dir6,10,2498,21,12,33,1.321057,0,5.0,43
E2_D5000_top6_dir7,10,2498,15,11,26,1.040833,0,5.0,43
E2_D5000_top7_dir0,10,2498,41,46,87,3.482786,0,4.0,42
E2_D5000_top7_dir1,10,2498,25,22,47,1.881505,0,5.0,43
E2_D5000_top7_dir2,10,2498,31,19,50,2.001601,0,4.0,43
E2_D5000_top7_dir3,10,2498,67,54,121,4.843875,0,4.0,43
E2_D5000_top7_dir4,10,2498,24,34,58,2.321857,0,4.0,43
E2_D5000_top7_dir5,10,2498,32,20,52,2.081665,0,5.0,44
E2_D5000_top7_dir6,10,2498,16,23,39,1.561249,0,5.0,45
E2_D5000_top7_dir7,10,2498,33,23,56,2.241793,0,5.0,44
E2_D5000_top8_dir0,10,2498,52,41,93,3.722978,0,5.0,43
E2_D5000_top8_dir1,10,2498,43,41,84,3.362690,0,4.0,43
E2_D5000_top8_dir2,10,2498,24,17,41,1.641313,0,5.0,43
E2_D5000_top8_dir3,10,2498,60,62,122,4.883907,0,4.0,43
E2_D5000_top8_dir4,10,2498,30,23,53,2.121697,0,5.0,44
E2_D5000_top8_dir5,10,2498,61,51,112,4.483587,0,4.0,44
E2_D5000_top8_dir6,10,2498,28,14,42,1.681345,0,5.0,44
E2_D5000_top8_dir7,10,2498,40,38,78,3.122498,0,5.0,44
E2_D5000_top9_dir0,10,2498,71,60,131,5.244195,0,4.0,44
E2_D5000_top9_dir1,10,2498,50,28,78,3.122498,0,5.0,44
E2_D5000_top9_dir2,10,2498,18,18,36,1.441153,0,5.0,44
E2_D5000_top9_dir3,10,2498,21,24,45,1.801441,0,5.0,44
E2_D5000_top9_dir4,10,2498,49,38,87,3.482786,0,5.0,44
E2_D5000_top9_dir5,10,2498,72,54,126,5.044035,0,4.0,43
E2_D5000_top9_dir6,10,2498,20,19,39,1.561249,0,5.0,43
E2_D5000_top9_dir7,10,2498,38,33,71,2.842274,0,4.0,44
E2_D5000_top10_dir0,10,2498,91,88,179,7.165733,0,4.0,45
E2_D5000_top10_dir1,10,2498,22,20,42,1.681345,0,5.0,44
E2_D5000_top10_dir2,10,2498,60,49,109,4.363491,0,5.0,44
E2_D5000_top10_dir3,10,2498,51,28,79,3.162530,0,5.0,44
E2_D5000_top10_dir4,10,2498,45,36,81,3.242594,0,5.0,43
E2_D5000_top10_dir5,10,2498,13,13,26,1.040833,0,5.0,44
E2_D5000_top10_dir6,10,2498,44,36,80,3.202562,0,5.0,44
E2_D5000_top10_dir7,10,2498,103,66,169,6.765412,0,4.0,45
E2_D5000_top11_dir0,10,2498,47,27,74,2.962370,0,4.0,43
E2_D5000_top11_dir1,10,2498,41,29,70,2.802242,0,5.0,45
E2_D5000_top11_dir2,10,2498,50,49,99,3.963171,0,4.0,43
E2_D5000_top11_dir3,10,2498,31,27,58,2.321857,0,4.0,44
E2_D5000_top11_dir4,10,2498,58,70,128,5.124099,0,4.0,44
E2_D5000_top11_dir5,10,2498,80,59,139,5.564452,0,4.0,44
E2_D5000_top11_dir6,10,2498,58,73,131,5.244195,0,4.0,43
E2_D5000_top11_dir7,10,2498,57,43,100,4.003203,0,5.0,44
E2_D5000_top12_dir0,10,2498,42,38,80,3.202562,0,4.0,43
E2_D5000_top12_dir1,10,2498,36,63,99,3.963171,0,5.0,44
E2_D5000_top12_dir2,10,2498,54,44,98,3.923139,0,4.0,43
E2_D5000_top12_dir3,10,2498,52,44,96,3.843074,0,4.0,43
E2_D5000_top12_dir4,10,2498,83,85,168,6.725380,0,4.0,43
E2_D5000_top12_dir5,10,2498,56,48,104,4.163331,0,4.0,43
E2_D5000_top12_dir6,10,2498,28,27,55,2.201761,0,5.0,44
E2_D5000_top12_dir7,10,2498,39,37,76,3.042434,0,4.0,43
E2_D5000_top13_dir0,10,2498,32,34,66,2.642114,0,4.0,43
E2_D5000_top13_dir1,10,2498,60,35,95,3.803042,0,4.0,44
E2_D5000_top13_dir2,10,2498,40,46,86,3.442754,0,5.0,42
E2_D5000_top13_dir3,10,2498,49,44,93,3.722978,0,5.0,43
E2_D5000_top13_dir4,10,2498,39,41,80,3.202562,0,4.0,43
E2_D5000_top13_dir5,10,2498,37,31,68,2.722178,0,4.0,44
E2_D5000_top13_dir6,10,2498,33,39,72,2.882306,0,5.0,44
E2_D5000_top13_dir7,10,2498,47,38,85,3.402722,0,4.0,44
E2_D5000_top14_dir0,10,2498,49,58,107,4.283427,0,4.0,44
E2_D5000_top14_dir1,10,2498,75,53,128,5.124099,0,4.0,43
E2_D5000_top14_dir2,10,2498,40,36,76,3.042434,0,4.0,42
E2_D5000_top14_dir3,10,2498,60,54,114,4.563651,0,4.0,43
E2_D5000_top14_dir4,10,2498,56,62,118,4.723779,0,4.0,43
E2_D5000_top14_dir5,10,2498,69,74,143,5.724580,0,3.0,42
E2_D5000_top14_dir6,10,2498,56,32,88,3.522818,0,4.0,44
E2_D5000_top14_dir7,10,2498,87,54,141,5.644516,0,4.0,43
structure_coherent_D250,10,2498,18,15,33,1.321057,0,5.0,44
structure_inward_D250,10,2498,20,10,30,1.200961,0,5.0,44
structure_outward_D250,10,2498,13,5,18,0.720576,0,5.0,44
structure_coherent_D500,10,2498,14,16,30,1.200961,0,5.0,44
structure_inward_D500,10,2498,17,11,28,1.120897,0,5.0,43
structure_outward_D500,10,2498,6,7,13,0.520416,0,5.0,44
structure_coherent_D1000,10,2498,30,23,53,2.121697,0,5.0,45
structure_inward_D1000,10,2498,44,37,81,3.242594,0,4.0,43
structure_outward_D1000,10,2498,5,5,10,0.400320,0,5.0,44
structure_coherent_D2500,10,2498,24,33,57,2.281825,0,4.0,44
structure_inward_D2500,10,2498,18,20,38,1.521217,0,5.0,44
structure_outward_D2500,10,2498,12,20,32,1.281025,0,5.0,43
structure_coherent_D5000,10,2498,55,38,93,3.722978,0,4.0,42
structure_inward_D5000,10,2498,33,25,58,2.321857,0,4.0,42
structure_outward_D5000,10,2498,63,49,112,4.483587,0,4.0,42
structure_coherent_D10000,10,2498,94,70,164,6.565252,0,3.0,42
structure_inward_D10000,10,2498,61,56,117,4.683747,0,4.0,42
structure_outward_D10000,10,2498,113,105,218,8.726982,0,3.0,41
rotation_0.5deg,10,2498,14,11,25,1.000801,0,5.0,44
rotation_1.0deg,10,2498,14,10,24,0.960769,0,5.0,45
rotation_2.0deg,10,2498,16,7,23,0.920737,0,5.0,45
rotation_5.0deg,10,2498,14,6,20,0.800641,0,5.0,44
scale_0.98,10,2498,15,16,31,1.240993,0,5.0,44
scale_0.99,10,2498,13,16,29,1.160929,0,5.0,44
scale_1.01,10,2498,13,13,26,1.040833,0,5.0,44
scale_1.02,10,2498,13,11,24,0.960769,0,5.0,44
