population=2498 receivers=29 max_gws=5 tau=3.0
conditions=483 total_condition_message_hits_lt2=19743
max_condition_lt2_pct=11.168935
verdict=OPEN: fallback invoked; regenerate affected DIFF outputs

condition,max_gws,messages,zero,one,lt2,lt2_pct,min,median,max
E1_D1000_f14_draw7,5,2498,12,17,29,1.160929,0,5.0,10
E1_D1000_f21_draw0,5,2498,16,12,28,1.120897,0,5.0,10
E1_D1000_f21_draw1,5,2498,19,19,38,1.521217,0,5.0,10
E1_D1000_f21_draw2,5,2498,18,10,28,1.120897,0,5.0,10
E1_D1000_f21_draw3,5,2498,14,16,30,1.200961,0,5.0,10
E1_D1000_f21_draw4,5,2498,43,57,100,4.003203,0,5.0,10
E1_D1000_f21_draw5,5,2498,70,56,126,5.044035,0,5.0,10
E1_D1000_f21_draw6,5,2498,10,8,18,0.720576,0,5.0,10
E1_D1000_f21_draw7,5,2498,8,11,19,0.760608,0,5.0,10
E1_D1000_f29_draw0,5,2498,48,39,87,3.482786,0,5.0,10
E1_D1000_f29_draw1,5,2498,7,11,18,0.720576,0,5.0,10
E1_D1000_f29_draw2,5,2498,13,16,29,1.160929,0,5.0,10
E1_D1000_f29_draw3,5,2498,9,13,22,0.880705,0,5.0,10
E1_D1000_f29_draw4,5,2498,1,5,6,0.240192,0,5.0,10
E1_D1000_f29_draw5,5,2498,21,16,37,1.481185,0,4.5,10
E1_D1000_f29_draw6,5,2498,9,12,21,0.840673,0,5.0,10
E1_D1000_f29_draw7,5,2498,26,30,56,2.241793,0,4.0,10
E1_D2500_f1_draw0,5,2498,13,12,25,1.000801,0,5.0,10
E1_D2500_f1_draw1,5,2498,13,12,25,1.000801,0,5.0,10
E1_D2500_f1_draw2,5,2498,3,2,5,0.200160,0,5.0,10
E1_D2500_f1_draw3,5,2498,13,12,25,1.000801,0,5.0,10
E1_D2500_f1_draw4,5,2498,13,12,25,1.000801,0,5.0,10
E1_D2500_f1_draw5,5,2498,13,12,25,1.000801,0,5.0,10
E1_D2500_f1_draw6,5,2498,10,12,22,0.880705,0,5.0,10
E1_D2500_f1_draw7,5,2498,13,12,25,1.000801,0,5.0,10
E1_D2500_f3_draw0,5,2498,11,12,23,0.920737,0,5.0,10
E1_D2500_f3_draw1,5,2498,13,12,25,1.000801,0,5.0,10
E1_D2500_f3_draw2,5,2498,14,13,27,1.080865,0,5.0,10
E1_D2500_f3_draw3,5,2498,14,14,28,1.120897,0,5.0,10
E1_D2500_f3_draw4,5,2498,13,12,25,1.000801,0,5.0,10
E1_D2500_f3_draw5,5,2498,11,13,24,0.960769,0,5.0,10
E1_D2500_f3_draw6,5,2498,5,7,12,0.480384,0,5.0,10
E1_D2500_f3_draw7,5,2498,13,12,25,1.000801,0,5.0,10
E1_D2500_f7_draw0,5,2498,12,12,24,0.960769,0,5.0,10
E1_D2500_f7_draw1,5,2498,6,6,12,0.480384,0,5.0,10
E1_D2500_f7_draw2,5,2498,12,4,16,0.640512,0,5.0,10
E1_D2500_f7_draw3,5,2498,14,12,26,1.040833,0,5.0,10
E1_D2500_f7_draw4,5,2498,36,16,52,2.081665,0,5.0,10
E1_D2500_f7_draw5,5,2498,7,3,10,0.400320,0,5.0,10
E1_D2500_f7_draw6,5,2498,29,17,46,1.841473,0,5.0,10
E1_D2500_f7_draw7,5,2498,18,14,32,1.281025,0,5.0,10
E1_D2500_f14_draw0,5,2498,12,17,29,1.160929,0,5.0,10
E1_D2500_f14_draw1,5,2498,18,17,35,1.401121,0,5.0,10
E1_D2500_f14_draw2,5,2498,8,7,15,0.600480,0,5.0,10
E1_D2500_f14_draw3,5,2498,11,13,24,0.960769,0,5.0,10
E1_D2500_f14_draw4,5,2498,2,6,8,0.320256,0,5.0,10
E1_D2500_f14_draw5,5,2498,2,2,4,0.160128,0,5.0,10
E1_D2500_f14_draw6,5,2498,6,4,10,0.400320,0,5.0,10
E1_D2500_f14_draw7,5,2498,11,8,19,0.760608,0,5.0,10
E1_D2500_f21_draw0,5,2498,17,21,38,1.521217,0,5.0,10
E1_D2500_f21_draw1,5,2498,6,7,13,0.520416,0,5.0,10
E1_D2500_f21_draw2,5,2498,4,9,13,0.520416,0,5.0,10
E1_D2500_f21_draw3,5,2498,11,10,21,0.840673,0,5.0,10
E1_D2500_f21_draw4,5,2498,7,6,13,0.520416,0,5.0,10
E1_D2500_f21_draw5,5,2498,51,27,78,3.122498,0,4.0,10
E1_D2500_f21_draw6,5,2498,23,13,36,1.441153,0,5.0,10
E1_D2500_f21_draw7,5,2498,58,56,114,4.563651,0,5.0,10
E1_D2500_f29_draw0,5,2498,20,18,38,1.521217,0,5.0,10
E1_D2500_f29_draw1,5,2498,37,36,73,2.922338,0,4.0,10
E1_D2500_f29_draw2,5,2498,25,25,50,2.001601,0,5.0,10
E1_D2500_f29_draw3,5,2498,11,26,37,1.481185,0,5.0,10
E1_D2500_f29_draw4,5,2498,20,25,45,1.801441,0,5.0,10
E1_D2500_f29_draw5,5,2498,23,33,56,2.241793,0,4.0,10
E1_D2500_f29_draw6,5,2498,16,17,33,1.321057,0,5.0,10
E1_D2500_f29_draw7,5,2498,38,27,65,2.602082,0,4.0,10
E1_D5000_f1_draw0,5,2498,13,12,25,1.000801,0,5.0,10
E1_D5000_f1_draw1,5,2498,13,12,25,1.000801,0,5.0,10
E1_D5000_f1_draw2,5,2498,3,3,6,0.240192,0,5.0,10
E1_D5000_f1_draw3,5,2498,11,11,22,0.880705,0,5.0,10
E1_D5000_f1_draw4,5,2498,13,12,25,1.000801,0,5.0,10
E1_D5000_f1_draw5,5,2498,13,12,25,1.000801,0,5.0,10
E1_D5000_f1_draw6,5,2498,13,12,25,1.000801,0,5.0,10
E1_D5000_f1_draw7,5,2498,13,12,25,1.000801,0,5.0,10
E1_D5000_f3_draw0,5,2498,12,13,25,1.000801,0,5.0,10
E1_D5000_f3_draw1,5,2498,13,12,25,1.000801,0,5.0,10
E1_D5000_f3_draw2,5,2498,13,14,27,1.080865,0,5.0,10
E1_D5000_f3_draw3,5,2498,14,12,26,1.040833,0,5.0,10
E1_D5000_f3_draw4,5,2498,13,12,25,1.000801,0,5.0,10
E1_D5000_f3_draw5,5,2498,11,11,22,0.880705,0,5.0,10
E1_D5000_f3_draw6,5,2498,3,0,3,0.120096,0,5.0,10
E1_D5000_f3_draw7,5,2498,13,12,25,1.000801,0,5.0,10
E1_D5000_f7_draw0,5,2498,10,11,21,0.840673,0,5.0,10
E1_D5000_f7_draw1,5,2498,4,2,6,0.240192,0,5.0,10
E1_D5000_f7_draw2,5,2498,2,2,4,0.160128,0,5.0,10
E1_D5000_f7_draw3,5,2498,12,12,24,0.960769,0,5.0,10
E1_D5000_f7_draw4,5,2498,3,5,8,0.320256,0,5.0,10
E1_D5000_f7_draw5,5,2498,4,3,7,0.280224,0,5.0,10
E1_D5000_f7_draw6,5,2498,3,0,3,0.120096,0,5.0,10
E1_D5000_f7_draw7,5,2498,14,12,26,1.040833,0,5.0,10
E1_D5000_f14_draw0,5,2498,8,10,18,0.720576,0,5.0,10
E1_D5000_f14_draw1,5,2498,47,31,78,3.122498,0,5.0,10
E1_D5000_f14_draw2,5,2498,11,13,24,0.960769,0,5.0,10
E1_D5000_f14_draw3,5,2498,3,2,5,0.200160,0,5.0,10
E1_D5000_f14_draw4,5,2498,4,5,9,0.360288,0,5.0,10
E1_D5000_f14_draw5,5,2498,1,5,6,0.240192,0,5.0,10
E1_D5000_f14_draw6,5,2498,3,1,4,0.160128,0,5.0,10
E1_D5000_f14_draw7,5,2498,18,12,30,1.200961,0,5.0,10
E1_D5000_f21_draw0,5,2498,33,30,63,2.522018,0,4.0,10
E1_D5000_f21_draw1,5,2498,7,6,13,0.520416,0,5.0,10
E1_D5000_f21_draw2,5,2498,10,5,15,0.600480,0,5.0,10
E1_D5000_f21_draw3,5,2498,7,12,19,0.760608,0,5.0,10
E1_D5000_f21_draw4,5,2498,7,7,14,0.560448,0,5.0,10
E1_D5000_f21_draw5,5,2498,71,49,120,4.803843,0,4.0,10
E1_D5000_f21_draw6,5,2498,31,31,62,2.481986,0,5.0,10
E1_D5000_f21_draw7,5,2498,16,12,28,1.120897,0,5.0,10
E1_D5000_f29_draw0,5,2498,34,45,79,3.162530,0,4.0,10
E1_D5000_f29_draw1,5,2498,129,105,234,9.367494,0,3.0,10
E1_D5000_f29_draw2,5,2498,97,60,157,6.285028,0,4.0,10
E1_D5000_f29_draw3,5,2498,32,36,68,2.722178,0,4.0,10
E1_D5000_f29_draw4,5,2498,100,73,173,6.925540,0,4.0,10
E1_D5000_f29_draw5,5,2498,77,57,134,5.364291,0,4.0,10
E1_D5000_f29_draw6,5,2498,68,52,120,4.803843,0,4.0,10
E1_D5000_f29_draw7,5,2498,78,89,167,6.685348,0,3.0,10
E1_D10000_f1_draw0,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f1_draw1,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f1_draw2,5,2498,2,2,4,0.160128,0,5.0,10
E1_D10000_f1_draw3,5,2498,10,10,20,0.800641,0,5.0,10
E1_D10000_f1_draw4,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f1_draw5,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f1_draw6,5,2498,10,12,22,0.880705,0,5.0,10
E1_D10000_f1_draw7,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f3_draw0,5,2498,10,12,22,0.880705,0,5.0,10
E1_D10000_f3_draw1,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f3_draw2,5,2498,12,12,24,0.960769,0,5.0,10
E1_D10000_f3_draw3,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f3_draw4,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f3_draw5,5,2498,11,12,23,0.920737,0,5.0,10
E1_D10000_f3_draw6,5,2498,2,0,2,0.080064,0,5.0,10
E1_D10000_f3_draw7,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f7_draw0,5,2498,7,10,17,0.680544,0,5.0,10
E1_D10000_f7_draw1,5,2498,3,2,5,0.200160,0,5.0,10
E1_D10000_f7_draw2,5,2498,2,0,2,0.080064,0,5.0,10
E1_D10000_f7_draw3,5,2498,12,12,24,0.960769,0,5.0,10
E1_D10000_f7_draw4,5,2498,1,1,2,0.080064,0,5.0,10
E1_D10000_f7_draw5,5,2498,4,3,7,0.280224,0,5.0,10
E1_D10000_f7_draw6,5,2498,3,0,3,0.120096,0,5.0,10
E1_D10000_f7_draw7,5,2498,13,12,25,1.000801,0,5.0,10
E1_D10000_f14_draw0,5,2498,7,9,16,0.640512,0,5.0,10
E1_D10000_f14_draw1,5,2498,78,51,129,5.164131,0,4.5,10
E1_D10000_f14_draw2,5,2498,7,9,16,0.640512,0,5.0,10
E1_D10000_f14_draw3,5,2498,1,0,1,0.040032,0,5.0,10
E1_D10000_f14_draw4,5,2498,0,5,5,0.200160,1,5.0,10
E1_D10000_f14_draw5,5,2498,5,2,7,0.280224,0,5.0,10
E1_D10000_f14_draw6,5,2498,1,6,7,0.280224,0,5.0,10
E1_D10000_f14_draw7,5,2498,13,7,20,0.800641,0,5.0,10
E1_D10000_f21_draw0,5,2498,65,47,112,4.483587,0,3.0,10
E1_D10000_f21_draw1,5,2498,3,5,8,0.320256,0,5.0,10
E1_D10000_f21_draw2,5,2498,13,4,17,0.680544,0,5.0,10
E1_D10000_f21_draw3,5,2498,9,17,26,1.040833,0,5.0,10
E1_D10000_f21_draw4,5,2498,23,16,39,1.561249,0,5.0,10
E1_D10000_f21_draw5,5,2498,99,74,173,6.925540,0,3.0,10
E1_D10000_f21_draw6,5,2498,38,42,80,3.202562,0,4.0,10
E1_D10000_f21_draw7,5,2498,4,3,7,0.280224,0,5.0,10
E1_D10000_f29_draw0,5,2498,74,80,154,6.164932,0,3.0,10
E1_D10000_f29_draw1,5,2498,155,124,279,11.168935,0,3.0,10
E1_D10000_f29_draw2,5,2498,131,99,230,9.207366,0,3.0,10
E1_D10000_f29_draw3,5,2498,88,73,161,6.445156,0,3.0,10
E1_D10000_f29_draw4,5,2498,156,120,276,11.048839,0,3.0,10
E1_D10000_f29_draw5,5,2498,158,102,260,10.408327,0,3.0,10
E1_D10000_f29_draw6,5,2498,117,88,205,8.206565,0,3.0,10
E1_D10000_f29_draw7,5,2498,162,113,275,11.008807,0,3.0,10
E2_D1000_top1_dir0,5,2498,10,8,18,0.720576,0,5.0,10
E2_D1000_top1_dir1,5,2498,10,8,18,0.720576,0,5.0,10
E2_D1000_top1_dir2,5,2498,6,6,12,0.480384,0,5.0,10
E2_D1000_top1_dir3,5,2498,6,6,12,0.480384,0,5.0,10
E2_D1000_top2_dir0,5,2498,4,4,8,0.320256,0,5.0,10
E2_D1000_top2_dir1,5,2498,8,5,13,0.520416,0,5.0,10
E2_D1000_top2_dir2,5,2498,7,5,12,0.480384,0,5.0,10
E2_D1000_top2_dir3,5,2498,15,11,26,1.040833,0,5.0,10
E2_D1000_top3_dir0,5,2498,7,6,13,0.520416,0,5.0,10
E2_D1000_top3_dir1,5,2498,6,7,13,0.520416,0,5.0,10
E2_D1000_top3_dir2,5,2498,4,5,9,0.360288,0,5.0,10
E2_D1000_top3_dir3,5,2498,7,2,9,0.360288,0,5.0,10
E2_D1000_top4_dir0,5,2498,9,5,14,0.560448,0,5.0,10
E2_D1000_top4_dir1,5,2498,1,2,3,0.120096,0,5.0,10
E2_D1000_top4_dir2,5,2498,8,5,13,0.520416,0,5.0,10
E2_D1000_top4_dir3,5,2498,18,17,35,1.401121,0,5.0,10
E2_D1000_top5_dir0,5,2498,3,6,9,0.360288,0,5.0,10
E2_D1000_top5_dir1,5,2498,6,9,15,0.600480,0,5.0,10
E2_D1000_top5_dir2,5,2498,3,10,13,0.520416,0,5.0,10
E2_D1000_top5_dir3,5,2498,5,2,7,0.280224,0,5.0,10
E2_D1000_top6_dir0,5,2498,8,6,14,0.560448,0,5.0,10
E2_D1000_top6_dir1,5,2498,8,12,20,0.800641,0,5.0,10
E2_D1000_top6_dir2,5,2498,5,8,13,0.520416,0,5.0,10
E2_D1000_top6_dir3,5,2498,6,5,11,0.440352,0,5.0,10
E2_D1000_top7_dir0,5,2498,16,22,38,1.521217,0,5.0,10
E2_D1000_top7_dir1,5,2498,5,18,23,0.920737,0,5.0,10
E2_D1000_top7_dir2,5,2498,22,29,51,2.041633,0,5.0,10
E2_D1000_top7_dir3,5,2498,9,15,24,0.960769,0,5.0,10
E2_D1000_top8_dir0,5,2498,4,10,14,0.560448,0,5.0,10
E2_D1000_top8_dir1,5,2498,22,15,37,1.481185,0,5.0,10
E2_D1000_top8_dir2,5,2498,50,46,96,3.843074,0,5.0,10
E2_D1000_top8_dir3,5,2498,9,7,16,0.640512,0,5.0,10
E2_D1000_top9_dir0,5,2498,7,10,17,0.680544,0,5.0,10
E2_D1000_top9_dir1,5,2498,5,9,14,0.560448,0,5.0,10
E2_D1000_top9_dir2,5,2498,56,57,113,4.523619,0,5.0,10
E2_D1000_top9_dir3,5,2498,53,50,103,4.123299,0,5.0,10
E2_D1000_top10_dir0,5,2498,8,5,13,0.520416,0,5.0,10
E2_D1000_top10_dir1,5,2498,5,5,10,0.400320,0,5.0,10
E2_D1000_top10_dir2,5,2498,7,10,17,0.680544,0,5.0,10
E2_D1000_top10_dir3,5,2498,15,11,26,1.040833,0,5.0,10
E2_D1000_top11_dir0,5,2498,6,5,11,0.440352,0,5.0,10
E2_D1000_top11_dir1,5,2498,1,5,6,0.240192,0,5.0,10
E2_D1000_top11_dir2,5,2498,5,3,8,0.320256,0,5.0,10
E2_D1000_top11_dir3,5,2498,10,9,19,0.760608,0,5.0,10
E2_D1000_top12_dir0,5,2498,5,3,8,0.320256,0,5.0,10
E2_D1000_top12_dir1,5,2498,3,3,6,0.240192,0,5.0,10
E2_D1000_top12_dir2,5,2498,50,36,86,3.442754,0,5.0,10
E2_D1000_top12_dir3,5,2498,21,22,43,1.721377,0,5.0,10
E2_D1000_top13_dir0,5,2498,16,9,25,1.000801,0,5.0,10
E2_D1000_top13_dir1,5,2498,8,7,15,0.600480,0,5.0,10
E2_D1000_top13_dir2,5,2498,22,18,40,1.601281,0,5.0,10
E2_D1000_top13_dir3,5,2498,17,11,28,1.120897,0,5.0,10
E2_D1000_top14_dir0,5,2498,10,6,16,0.640512,0,5.0,10
E2_D1000_top14_dir1,5,2498,25,22,47,1.881505,0,5.0,10
E2_D1000_top14_dir2,5,2498,91,73,164,6.565252,0,4.0,10
E2_D1000_top14_dir3,5,2498,6,8,14,0.560448,0,5.0,10
E2_D5000_top1_dir0,5,2498,4,2,6,0.240192,0,5.0,10
E2_D5000_top1_dir1,5,2498,4,2,6,0.240192,0,5.0,10
E2_D5000_top1_dir2,5,2498,3,3,6,0.240192,0,5.0,10
E2_D5000_top1_dir3,5,2498,3,2,5,0.200160,0,5.0,10
E2_D5000_top1_dir4,5,2498,4,3,7,0.280224,0,5.0,10
E2_D5000_top1_dir5,5,2498,4,3,7,0.280224,0,5.0,10
E2_D5000_top1_dir6,5,2498,4,3,7,0.280224,0,5.0,10
E2_D5000_top1_dir7,5,2498,3,3,6,0.240192,0,5.0,10
E2_D5000_top2_dir0,5,2498,1,0,1,0.040032,0,5.0,10
E2_D5000_top2_dir1,5,2498,1,1,2,0.080064,0,5.0,10
E2_D5000_top2_dir2,5,2498,1,0,1,0.040032,0,5.0,10
E2_D5000_top2_dir3,5,2498,2,1,3,0.120096,0,5.0,10
E2_D5000_top2_dir4,5,2498,1,1,2,0.080064,0,5.0,10
E2_D5000_top2_dir5,5,2498,2,1,3,0.120096,0,5.0,10
E2_D5000_top2_dir6,5,2498,1,0,1,0.040032,0,5.0,10
E2_D5000_top2_dir7,5,2498,1,0,1,0.040032,0,5.0,10
E2_D5000_top3_dir0,5,2498,1,0,1,0.040032,0,5.0,10
E2_D5000_top3_dir1,5,2498,1,1,2,0.080064,0,5.0,10
E2_D5000_top3_dir2,5,2498,1,0,1,0.040032,0,5.0,10
