run,map,n,D_m,window,N,map_n,source,k,arm,S_display,method,median_m,effect_pct,draws,line,min_m,max_m
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,top,0.186,WCL,622.0,1.3,8,125,620.0,622.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,top,0.186,ABS,687.0,6.6,8,125,656.0,743.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,top,0.186,DIFF,924.0,-7.7,8,125,876.0,976.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,top,0.186,Min-Max,634.0,24.5,8,125,556.0,683.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,bottom,0.003,WCL,618.0,0.8,8,127,618.0,619.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,bottom,0.003,ABS,649.0,0.7,8,127,649.0,649.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,bottom,0.003,DIFF,1010.0,0.9,8,127,1008.0,1011.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,bottom,0.003,Min-Max,512.0,0.4,8,127,511.0,513.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,random,0.101,WCL,638.0,3.9,8,129,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,random,0.101,ABS,666.0,3.3,8,129,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,random,0.101,DIFF,919.0,-8.2,8,129,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,2,random,0.101,Min-Max,573.0,12.4,8,129,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,top,0.269,WCL,777.0,26.6,8,130,759.0,781.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,top,0.269,ABS,756.0,17.3,8,130,657.0,794.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,top,0.269,DIFF,982.0,-1.9,8,130,922.0,1043.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,top,0.269,Min-Max,684.0,34.2,8,130,669.0,748.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,bottom,0.008,WCL,618.0,0.8,8,132,618.0,619.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,bottom,0.008,ABS,649.0,0.8,8,132,648.0,650.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,bottom,0.008,DIFF,1009.0,0.8,8,132,1006.0,1010.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,bottom,0.008,Min-Max,513.0,0.6,8,132,511.0,514.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,random,0.115,WCL,648.0,5.6,8,134,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,random,0.115,ABS,668.0,3.7,8,134,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,random,0.115,DIFF,983.0,-1.8,8,134,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,random,0.115,Min-Max,577.0,13.2,8,134,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,top,0.344,WCL,825.0,34.4,8,135,807.0,838.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,top,0.344,ABS,832.0,29.1,8,135,743.0,887.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,top,0.344,DIFF,1013.0,1.2,8,135,946.0,1100.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,top,0.344,Min-Max,770.0,51.1,8,135,707.0,880.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,bottom,0.014,WCL,619.0,0.8,8,137,618.0,619.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,bottom,0.014,ABS,650.0,0.8,8,137,647.0,651.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,bottom,0.014,DIFF,1007.0,0.6,8,137,1001.0,1010.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,bottom,0.014,Min-Max,513.0,0.7,8,137,511.0,519.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,random,0.128,WCL,635.0,3.5,8,139,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,random,0.128,ABS,671.0,4.1,8,139,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,random,0.128,DIFF,993.0,-0.8,8,139,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,4,random,0.128,Min-Max,550.0,8.0,8,139,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,top,0.418,WCL,910.0,48.3,8,140,851.0,934.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,top,0.418,ABS,890.0,38.0,8,140,755.0,921.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,top,0.418,DIFF,1099.0,9.8,8,140,1050.0,1173.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,top,0.418,Min-Max,913.0,79.2,8,140,807.0,1035.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,bottom,0.024,WCL,620.0,1.0,8,142,620.0,620.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,bottom,0.024,ABS,650.0,0.8,8,142,646.0,652.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,bottom,0.024,DIFF,1003.0,0.2,8,142,1001.0,1008.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,bottom,0.024,Min-Max,514.0,0.8,8,142,511.0,520.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,random,0.266,WCL,677.0,10.3,8,144,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,random,0.266,ABS,705.0,9.4,8,144,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,random,0.266,DIFF,966.0,-3.5,8,144,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,5,random,0.266,Min-Max,648.0,27.2,8,144,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,top,0.48,WCL,907.0,47.7,8,145,860.0,918.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,top,0.48,ABS,888.0,37.8,8,145,812.0,920.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,top,0.48,DIFF,1107.0,10.6,8,145,1045.0,1188.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,top,0.48,Min-Max,938.0,84.0,8,145,882.0,986.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,bottom,0.038,WCL,620.0,1.0,8,147,619.0,621.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,bottom,0.038,ABS,652.0,1.2,8,147,647.0,654.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,bottom,0.038,DIFF,1010.0,0.9,8,147,999.0,1013.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,bottom,0.038,Min-Max,512.0,0.5,8,147,509.0,515.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,random,0.233,WCL,671.0,9.3,8,149,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,random,0.233,ABS,729.0,13.1,8,149,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,random,0.233,DIFF,994.0,-0.7,8,149,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,random,0.233,Min-Max,636.0,24.7,8,149,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,top,0.533,WCL,1967.0,220.4,8,150,1857.0,2270.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,top,0.533,ABS,1041.0,61.6,8,150,1008.0,1186.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,top,0.533,DIFF,1419.0,41.8,8,150,1170.0,1556.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,top,0.533,Min-Max,1602.0,214.3,8,150,1409.0,2052.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,bottom,0.053,WCL,620.0,1.0,8,152,619.0,620.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,bottom,0.053,ABS,650.0,0.8,8,152,646.0,652.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,bottom,0.053,DIFF,998.0,-0.3,8,152,991.0,1010.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,bottom,0.053,Min-Max,513.0,0.6,8,152,512.0,520.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,random,0.244,WCL,815.0,32.8,8,154,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,random,0.244,ABS,667.0,3.5,8,154,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,random,0.244,DIFF,990.0,-1.1,8,154,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,7,random,0.244,Min-Max,618.0,21.3,8,154,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,top,0.583,WCL,1705.0,177.8,8,155,1464.0,1925.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,top,0.583,ABS,1132.0,75.6,8,155,985.0,1174.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,top,0.583,DIFF,1385.0,38.3,8,155,1301.0,1433.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,top,0.583,Min-Max,1199.0,135.3,8,155,1034.0,1665.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,bottom,0.07,WCL,620.0,1.0,8,157,619.0,620.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,bottom,0.07,ABS,650.0,0.9,8,157,647.0,652.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,bottom,0.07,DIFF,1008.0,0.7,8,157,997.0,1019.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,bottom,0.07,Min-Max,513.0,0.6,8,157,511.0,518.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,random,0.263,WCL,794.0,29.4,8,159,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,random,0.263,ABS,762.0,18.3,8,159,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,random,0.263,DIFF,1082.0,8.0,8,159,,
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,8,random,0.263,Min-Max,652.0,27.9,8,159,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,top,0.098,WCL,614.0,3.6,4,120,611.0,617.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,top,0.098,ABS,671.0,4.9,4,120,625.0,727.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,top,0.098,DIFF,988.0,-0.1,4,120,988.0,1007.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,top,0.098,Min-Max,498.0,5.9,4,120,486.0,513.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,bottom,0.0,WCL,593.0,0.0,4,122,593.0,593.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,bottom,0.0,ABS,640.0,0.0,4,122,639.0,640.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,bottom,0.0,DIFF,990.0,0.0,4,122,990.0,990.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,bottom,0.0,Min-Max,470.0,0.0,4,122,469.0,470.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,random,0.035,WCL,594.0,0.1,8,124,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,random,0.035,ABS,640.0,0.0,8,124,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,random,0.035,DIFF,989.0,-0.1,8,124,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,random,0.035,Min-Max,471.0,0.2,8,124,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,top,0.187,WCL,672.0,13.2,4,125,598.0,794.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,top,0.187,ABS,746.0,16.6,4,125,708.0,839.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,top,0.187,DIFF,1028.0,3.9,4,125,962.0,1063.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,top,0.187,Min-Max,562.0,19.7,4,125,501.0,581.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,bottom,0.001,WCL,596.0,0.5,4,127,592.0,597.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,bottom,0.001,ABS,639.0,-0.1,4,127,639.0,640.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,bottom,0.001,DIFF,990.0,0.0,4,127,990.0,991.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,bottom,0.001,Min-Max,469.0,-0.1,4,127,468.0,470.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,random,0.099,WCL,609.0,2.6,8,129,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,random,0.099,ABS,659.0,3.0,8,129,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,random,0.099,DIFF,979.0,-1.0,8,129,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,2,random,0.099,Min-Max,483.0,2.7,8,129,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,top,0.271,WCL,799.0,34.7,4,130,786.0,811.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,top,0.271,ABS,714.0,11.6,4,130,644.0,766.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,top,0.271,DIFF,986.0,-0.3,4,130,975.0,1091.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,top,0.271,Min-Max,573.0,21.9,4,130,563.0,587.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,bottom,0.003,WCL,598.0,0.8,4,132,597.0,598.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,bottom,0.003,ABS,640.0,0.0,4,132,639.0,642.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,bottom,0.003,DIFF,994.0,0.4,4,132,993.0,995.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,bottom,0.003,Min-Max,469.0,-0.1,4,132,468.0,470.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,random,0.116,WCL,603.0,1.6,8,134,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,random,0.116,ABS,659.0,3.0,8,134,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,random,0.116,DIFF,1002.0,1.2,8,134,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,random,0.116,Min-Max,485.0,3.2,8,134,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,top,0.346,WCL,768.0,29.5,4,135,696.0,833.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,top,0.346,ABS,765.0,19.5,4,135,634.0,832.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,top,0.346,DIFF,1089.0,10.1,4,135,1026.0,1232.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,top,0.346,Min-Max,557.0,18.7,4,135,513.0,595.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,bottom,0.008,WCL,598.0,0.8,4,137,593.0,598.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,bottom,0.008,ABS,640.0,0.0,4,137,639.0,642.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,bottom,0.008,DIFF,991.0,0.1,4,137,990.0,992.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,bottom,0.008,Min-Max,469.0,-0.1,4,137,467.0,470.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,random,0.13,WCL,597.0,0.7,8,139,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,random,0.13,ABS,653.0,2.1,8,139,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,random,0.13,DIFF,1016.0,2.6,8,139,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,4,random,0.13,Min-Max,480.0,2.1,8,139,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,top,0.416,WCL,774.0,30.5,4,140,705.0,810.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,top,0.416,ABS,822.0,28.4,4,140,726.0,919.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,top,0.416,DIFF,1121.0,13.3,4,140,1001.0,1194.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,top,0.416,Min-Max,603.0,28.3,4,140,553.0,641.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,bottom,0.013,WCL,598.0,0.8,4,142,593.0,598.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,bottom,0.013,ABS,642.0,0.3,4,142,639.0,642.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,bottom,0.013,DIFF,992.0,0.3,4,142,990.0,993.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,bottom,0.013,Min-Max,468.0,-0.4,4,142,467.0,470.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,random,0.244,WCL,617.0,4.0,8,144,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,random,0.244,ABS,666.0,4.1,8,144,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,random,0.244,DIFF,1025.0,3.6,8,144,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,5,random,0.244,Min-Max,502.0,6.8,8,144,,
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,6,top,0.483,WCL,729.0,22.9,4,145,707.0,887.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,6,top,0.483,ABS,763.0,19.2,4,145,711.0,859.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,6,top,0.483,DIFF,1222.0,23.5,4,145,1075.0,1254.0
