run,map,n,D_m,window,N,map_n,source,k,arm,S_display,method,median_m,effect_pct,draws,line,min_m,max_m
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,1,random,0.045,WCL,595.0,0.2,8,124,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,1,random,0.045,ABS,553.0,-0.5,8,124,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,1,random,0.045,DIFF,1070.0,-1.2,8,124,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,1,random,0.045,Min-Max,479.0,-0.1,8,124,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,top,0.177,WCL,656.0,10.4,4,125,591.0,796.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,top,0.177,ABS,607.0,9.2,4,125,578.0,654.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,top,0.177,DIFF,1071.0,-1.0,4,125,980.0,1151.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,top,0.177,Min-Max,549.0,14.7,4,125,512.0,619.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,bottom,0.002,WCL,594.0,0.0,4,127,594.0,594.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,bottom,0.002,ABS,556.0,0.0,4,127,556.0,556.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,bottom,0.002,DIFF,1083.0,0.0,4,127,1083.0,1083.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,bottom,0.002,Min-Max,479.0,0.0,4,127,479.0,479.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,random,0.05,WCL,597.0,0.6,8,129,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,random,0.05,ABS,557.0,0.3,8,129,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,random,0.05,DIFF,1089.0,0.6,8,129,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,2,random,0.05,Min-Max,479.0,0.1,8,129,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,top,0.253,WCL,759.0,27.9,4,130,726.0,786.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,top,0.253,ABS,625.0,12.6,4,130,591.0,668.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,top,0.253,DIFF,1048.0,-3.2,4,130,1019.0,1169.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,top,0.253,Min-Max,571.0,19.2,4,130,553.0,592.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,bottom,0.003,WCL,595.0,0.1,4,132,594.0,595.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,bottom,0.003,ABS,558.0,0.3,4,132,557.0,558.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,bottom,0.003,DIFF,1094.0,1.0,4,132,1093.0,1094.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,bottom,0.003,Min-Max,479.0,0.0,4,132,479.0,479.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,random,0.086,WCL,602.0,1.3,8,134,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,random,0.086,ABS,571.0,2.8,8,134,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,random,0.086,DIFF,1082.0,-0.1,8,134,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,3,random,0.086,Min-Max,484.0,1.0,8,134,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,top,0.322,WCL,661.0,11.3,4,135,563.0,762.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,top,0.322,ABS,623.0,12.1,4,135,577.0,730.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,top,0.322,DIFF,1090.0,0.6,4,135,976.0,1158.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,top,0.322,Min-Max,538.0,12.3,4,135,491.0,598.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,bottom,0.004,WCL,594.0,0.1,4,137,594.0,595.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,bottom,0.004,ABS,558.0,0.4,4,137,558.0,558.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,bottom,0.004,DIFF,1093.0,0.9,4,137,1092.0,1093.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,bottom,0.004,Min-Max,479.0,0.0,4,137,479.0,479.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,random,0.088,WCL,598.0,0.7,8,139,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,random,0.088,ABS,562.0,1.2,8,139,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,random,0.088,DIFF,1145.0,5.7,8,139,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,4,random,0.088,Min-Max,482.0,0.6,8,139,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,top,0.389,WCL,730.0,23.0,4,140,654.0,762.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,top,0.389,ABS,661.0,19.0,4,140,599.0,700.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,top,0.389,DIFF,1116.0,3.1,4,140,1029.0,1270.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,top,0.389,Min-Max,597.0,24.7,4,140,549.0,616.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,bottom,0.009,WCL,595.0,0.1,4,142,594.0,595.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,bottom,0.009,ABS,557.0,0.3,4,142,557.0,558.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,bottom,0.009,DIFF,1098.0,1.4,4,142,1097.0,1103.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,bottom,0.009,Min-Max,479.0,0.0,4,142,479.0,479.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,random,0.101,WCL,595.0,0.3,8,144,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,random,0.101,ABS,566.0,1.8,8,144,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,random,0.101,DIFF,1094.0,1.1,8,144,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,5,random,0.101,Min-Max,485.0,1.2,8,144,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,top,0.447,WCL,656.0,10.5,4,145,626.0,854.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,top,0.447,ABS,639.0,15.0,4,145,554.0,679.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,top,0.447,DIFF,1099.0,1.5,4,145,1076.0,1160.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,top,0.447,Min-Max,527.0,10.1,4,145,519.0,644.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,bottom,0.014,WCL,594.0,0.1,4,147,594.0,595.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,bottom,0.014,ABS,558.0,0.4,4,147,558.0,558.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,bottom,0.014,DIFF,1098.0,1.4,4,147,1093.0,1104.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,bottom,0.014,Min-Max,479.0,0.1,4,147,479.0,479.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,random,0.208,WCL,604.0,1.7,8,149,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,random,0.208,ABS,585.0,5.3,8,149,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,random,0.208,DIFF,1105.0,2.1,8,149,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,6,random,0.208,Min-Max,493.0,3.0,8,149,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,top,0.498,WCL,764.0,28.8,4,150,717.0,948.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,top,0.498,ABS,800.0,44.0,4,150,724.0,921.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,top,0.498,DIFF,1340.0,23.8,4,150,1179.0,1709.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,top,0.498,Min-Max,681.0,42.3,4,150,612.0,786.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,bottom,0.02,WCL,594.0,0.1,4,152,594.0,595.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,bottom,0.02,ABS,557.0,0.3,4,152,557.0,558.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,bottom,0.02,DIFF,1094.0,1.1,4,152,1083.0,1104.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,bottom,0.02,Min-Max,479.0,-0.1,4,152,479.0,479.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,random,0.225,WCL,662.0,11.5,8,154,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,random,0.225,ABS,612.0,10.2,8,154,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,random,0.225,DIFF,1250.0,15.5,8,154,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,7,random,0.225,Min-Max,501.0,4.7,8,154,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,top,0.548,WCL,844.0,42.2,4,155,723.0,877.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,top,0.548,ABS,675.0,21.4,4,155,663.0,710.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,top,0.548,DIFF,1558.0,43.9,4,155,1316.0,1760.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,top,0.548,Min-Max,583.0,21.8,4,155,549.0,630.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,bottom,0.028,WCL,595.0,0.2,4,157,594.0,596.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,bottom,0.028,ABS,558.0,0.4,4,157,557.0,558.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,bottom,0.028,DIFF,1092.0,0.8,4,157,1085.0,1109.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,bottom,0.028,Min-Max,479.0,0.1,4,157,478.0,479.0
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,random,0.243,WCL,618.0,4.2,8,159,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,random,0.243,ABS,602.0,8.4,8,159,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,random,0.243,DIFF,1169.0,8.0,8,159,,
O32M71_N4P7_D1000_W10,official32_minus71.json,4.7,1000,10,2498,32,results/O32M71_N4P7_D1000_W10.txt,8,random,0.243,Min-Max,512.0,6.8,8,159,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,top,0.094,WCL,614.0,3.4,8,120,613.0,614.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,top,0.094,ABS,566.0,1.9,8,120,561.0,572.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,top,0.094,DIFF,905.0,-16.4,8,120,807.0,1004.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,top,0.094,Min-Max,547.0,14.3,8,120,522.0,583.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,bottom,0.001,WCL,594.0,0.0,8,122,594.0,594.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,bottom,0.001,ABS,557.0,0.2,8,122,556.0,557.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,bottom,0.001,DIFF,1083.0,0.0,8,122,1083.0,1085.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,bottom,0.001,Min-Max,479.0,0.0,8,122,479.0,479.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,random,0.045,WCL,607.0,2.2,8,124,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,random,0.045,ABS,558.0,0.5,8,124,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,random,0.045,DIFF,1068.0,-1.3,8,124,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,1,random,0.045,Min-Max,487.0,1.8,8,124,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,top,0.177,WCL,583.0,-1.8,8,125,583.0,584.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,top,0.177,ABS,556.0,0.1,8,125,548.0,561.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,top,0.177,DIFF,823.0,-24.0,8,125,740.0,895.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,top,0.177,Min-Max,557.0,16.3,8,125,513.0,634.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,bottom,0.002,WCL,594.0,0.0,8,127,594.0,594.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,bottom,0.002,ABS,556.0,0.0,8,127,556.0,557.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,bottom,0.002,DIFF,1083.0,0.0,8,127,1083.0,1084.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,bottom,0.002,Min-Max,479.0,-0.0,8,127,479.0,479.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,random,0.05,WCL,604.0,1.8,8,129,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,random,0.05,ABS,564.0,1.5,8,129,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,random,0.05,DIFF,1054.0,-2.6,8,129,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,2,random,0.05,Min-Max,503.0,5.0,8,129,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,top,0.253,WCL,609.0,2.5,8,130,605.0,612.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,top,0.253,ABS,560.0,0.7,8,130,552.0,579.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,top,0.253,DIFF,843.0,-22.2,8,130,799.0,924.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,top,0.253,Min-Max,577.0,20.5,8,130,560.0,609.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,bottom,0.003,WCL,595.0,0.2,8,132,594.0,595.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,bottom,0.003,ABS,558.0,0.3,8,132,558.0,558.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,bottom,0.003,DIFF,1094.0,1.1,8,132,1092.0,1094.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,bottom,0.003,Min-Max,479.0,0.0,8,132,478.0,479.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,random,0.086,WCL,609.0,2.6,8,134,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,random,0.086,ABS,566.0,1.8,8,134,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,random,0.086,DIFF,1000.0,-7.6,8,134,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,3,random,0.086,Min-Max,512.0,6.9,8,134,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,top,0.322,WCL,643.0,8.2,8,135,638.0,646.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,top,0.322,ABS,602.0,8.4,8,135,579.0,614.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,top,0.322,DIFF,848.0,-21.7,8,135,761.0,877.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,top,0.322,Min-Max,670.0,39.9,8,135,585.0,737.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,bottom,0.004,WCL,595.0,0.2,8,137,594.0,595.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,bottom,0.004,ABS,558.0,0.4,8,137,558.0,558.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,bottom,0.004,DIFF,1096.0,1.2,8,137,1091.0,1103.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,bottom,0.004,Min-Max,479.0,0.0,8,137,479.0,479.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,random,0.088,WCL,609.0,2.5,8,139,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,random,0.088,ABS,577.0,3.9,8,139,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,random,0.088,DIFF,1021.0,-5.7,8,139,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,4,random,0.088,Min-Max,506.0,5.7,8,139,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,top,0.389,WCL,754.0,27.0,8,140,739.0,762.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,top,0.389,ABS,593.0,6.7,8,140,550.0,627.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,top,0.389,DIFF,857.0,-20.9,8,140,750.0,895.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,top,0.389,Min-Max,755.0,57.6,8,140,715.0,837.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,bottom,0.009,WCL,595.0,0.2,8,142,594.0,595.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,bottom,0.009,ABS,557.0,0.3,8,142,555.0,558.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,bottom,0.009,DIFF,1094.0,1.0,8,142,1084.0,1113.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,bottom,0.009,Min-Max,479.0,0.0,8,142,478.0,480.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,random,0.101,WCL,600.0,1.1,8,144,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,random,0.101,ABS,566.0,1.9,8,144,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,random,0.101,DIFF,993.0,-8.3,8,144,,
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,5,random,0.101,Min-Max,512.0,7.0,8,144,,
