map,window,N,k,added,exhausted_n,newly_exhausted_n,C_pct,delta_C_pp,S_pct,top_ids
official33_published.json,10,2495,9,11,525,42,21.04208416833667,1.6833667334669338,59.98400426552919,"14,69,27,2,32,9,10,5,11"
official33_published.json,10,2495,10,4,556,31,22.284569138276552,1.2424849699398797,64.21398738114281,"14,69,27,2,32,9,10,5,11,4"
official33_published.json,10,2495,11,18,745,189,29.859719438877757,7.575150300601202,68.30178619034925,"14,69,27,2,32,9,10,5,11,4,18"
official33_published.json,10,2495,12,1,954,209,38.236472945891784,8.376753507014028,72.29183328890075,"14,69,27,2,32,9,10,5,11,4,18,1"
official33_published.json,10,2495,13,20,1134,180,45.450901803607216,7.214428857715431,76.2552208300009,"14,69,27,2,32,9,10,5,11,4,18,1,20"
official33_published.json,10,2495,14,22,1188,54,47.61523046092184,2.164328657314629,78.7701057495779,"14,69,27,2,32,9,10,5,11,4,18,1,20,22"
official33_published.json,10,2495,15,6,1281,93,51.34268537074148,3.7274549098196395,81.26721763085399,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6"
official33_published.json,10,2495,16,19,1380,99,55.31062124248497,3.9679358717434865,83.59548564827158,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19"
official33_published.json,10,2495,17,12,1509,129,60.4809619238477,5.170340681362726,85.82600195503422,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12"
official33_published.json,10,2495,18,7,1554,45,62.28456913827656,1.8036072144288577,87.83435528303563,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7"
official33_published.json,10,2495,19,17,1637,83,65.61122244488978,3.3266533066132267,89.74495690038212,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17"
official33_published.json,10,2495,20,31,1758,121,70.46092184368737,4.849699398797595,91.65555851772861,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31"
official33_published.json,10,2495,21,25,1859,101,74.50901803607213,4.04809619238477,93.1662667733049,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25"
official33_published.json,10,2495,22,3,1984,125,79.5190380761523,5.01002004008016,94.46369856927042,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3"
official33_published.json,10,2495,23,70,2110,126,84.5691382765531,5.050100200400802,95.76113036523594,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70"
official33_published.json,10,2495,24,34,2215,105,88.77755511022045,4.208416833667335,96.98747000799787,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34"
official33_published.json,10,2495,25,15,2286,71,91.62324649298597,2.845691382765531,97.96498711454723,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15"
official33_published.json,10,2495,26,37,2340,54,93.78757515030061,2.164328657314629,98.48929174442371,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37"
official33_published.json,10,2495,27,16,2393,53,95.9118236472946,2.124248496993988,99.00470985514974,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16"
official33_published.json,10,2495,28,23,2440,47,97.79559118236473,1.8837675350701404,99.51124144672532,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23"
official33_published.json,10,2495,29,50,2458,18,98.51703406813628,0.7214428857715431,99.6711987914334,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50"
official33_published.json,10,2495,30,48,2470,12,98.99799599198397,0.48096192384769537,99.77783702123878,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50,48"
official33_published.json,10,2495,31,33,2479,9,99.35871743486973,0.36072144288577157,99.85781569359283,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50,48,33"
official33_published.json,10,2495,32,44,2487,8,99.67935871743488,0.32064128256513025,99.9289078467964,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50,48,33,44"
official33_published.json,10,2495,33,71,2495,8,100.0,0.32064128256513025,100.0,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50,48,33,44,71"
official33_published.json,5,2495,1,14,0,0,0.0,0.0,10.25403681991155,14
official33_published.json,5,2495,2,69,0,0,0.0,0.0,19.60300318831636,"14,69"
official33_published.json,5,2495,3,2,0,0,0.0,0.0,26.925845932325416,"14,69,2"
official33_published.json,5,2495,4,9,4,4,0.16032064128256512,0.16032064128256512,33.94014193150262,"14,69,2,9"
official33_published.json,5,2495,5,27,28,24,1.122244488977956,0.9619238476953907,40.831019232747096,"14,69,2,9,27"
official33_published.json,5,2495,6,10,363,335,14.549098196392784,13.426853707414828,47.17679728478865,"14,69,2,9,27,10"
official33_published.json,5,2495,7,32,470,107,18.837675350701403,4.288577154308617,53.265453049470324,"14,69,2,9,27,10,32"
official33_published.json,5,2495,8,5,486,16,19.478957915831664,0.6412825651302605,58.870718913915454,"14,69,2,9,27,10,32,5"
official33_published.json,5,2495,9,11,537,51,21.52304609218437,2.0440881763527057,63.66347835030341,"14,69,2,9,27,10,32,5,11"
official33_published.json,5,2495,10,18,734,197,29.4188376753507,7.895791583166332,67.96256299496041,"14,69,2,9,27,10,32,5,11,18"
official33_published.json,5,2495,11,1,950,216,38.07615230460922,8.657314629258517,71.94281600329117,"14,69,2,9,27,10,32,5,11,18,1"
official33_published.json,5,2495,12,20,1105,155,44.28857715430862,6.212424849699398,75.7996503136892,"14,69,2,9,27,10,32,5,11,18,1,20"
official33_published.json,5,2495,13,4,1193,88,47.81563126252505,3.527054108216433,78.57657101717577,"14,69,2,9,27,10,32,5,11,18,1,20,4"
official33_published.json,5,2495,14,6,1292,99,51.78356713426854,3.9679358717434865,81.21978813123522,"14,69,2,9,27,10,32,5,11,18,1,20,4,6"
official33_published.json,5,2495,15,19,1387,95,55.59118236472946,3.807615230460922,83.3899002365525,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19"
official33_published.json,5,2495,16,17,1430,43,57.31462925851704,1.723446893787575,85.49830299290343,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17"
official33_published.json,5,2495,17,12,1575,145,63.126252505010015,5.811623246492986,87.5038568343104,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12"
official33_published.json,5,2495,18,22,1712,137,68.61723446893787,5.490981963927856,89.447701326751,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22"
official33_published.json,5,2495,19,7,1790,78,71.7434869739479,3.12625250501002,91.31955157873084,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7"
official33_published.json,5,2495,20,31,1907,117,76.43286573146293,4.68937875751503,92.81086084541809,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31"
official33_published.json,5,2495,21,3,2032,125,81.44288577154309,5.01002004008016,94.21989098015015,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3"
official33_published.json,5,2495,22,25,2114,82,84.72945891783567,3.2865731462925853,95.48493263396071,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25"
official33_published.json,5,2495,23,70,2211,97,88.61723446893788,3.8877755511022043,96.54427645788337,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70"
official33_published.json,5,2495,24,15,2274,63,91.14228456913828,2.525050100200401,97.57276560732284,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15"
official33_published.json,5,2495,25,23,2318,44,92.90581162324649,1.7635270541082164,98.12814974802015,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23"
official33_published.json,5,2495,26,34,2367,49,94.86973947895791,1.963927855711423,98.68353388871748,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34"
official33_published.json,5,2495,27,37,2418,51,96.91382765531063,2.0440881763527057,99.20806335493161,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37"
official33_published.json,5,2495,28,16,2455,37,98.39679358717434,1.4829659318637274,99.58860434022421,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16"
official33_published.json,5,2495,29,50,2472,17,99.07815631262525,0.6813627254509018,99.76344749562892,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50"
official33_published.json,5,2495,30,71,2480,8,99.39879759519037,0.32064128256513025,99.84572662758407,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50,71"
official33_published.json,5,2495,31,44,2487,7,99.67935871743488,0.280561122244489,99.91772086804485,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50,71,44"
official33_published.json,5,2495,32,33,2492,5,99.87975951903807,0.2004008016032064,99.96914532551682,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50,71,44,33"
official33_published.json,5,2495,33,48,2495,3,100.0,0.12024048096192384,100.0,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50,71,44,33,48"
official33_repaired71.json,10,2495,1,14,0,0,0.0,0.0,9.082022571758642,14
official33_repaired71.json,10,2495,2,69,0,0,0.0,0.0,17.559761841286768,"14,69"
official33_repaired71.json,10,2495,3,27,4,4,0.16032064128256512,0.16032064128256512,25.32657957877899,"14,69,27"
official33_repaired71.json,10,2495,4,2,13,9,0.5210420841683366,0.36072144288577157,31.911490269261527,"14,69,27,2"
official33_repaired71.json,10,2495,5,32,97,84,3.8877755511022043,3.3667334669338675,38.40753576823958,"14,69,27,2,32"
official33_repaired71.json,10,2495,6,9,134,37,5.370741482965932,1.4829659318637274,44.7880565182618,"14,69,27,2,32,9"
official33_repaired71.json,10,2495,7,10,469,335,18.79759519038076,13.426853707414828,50.306584910690475,"14,69,27,2,32,9,10"
official33_repaired71.json,10,2495,8,5,483,14,19.35871743486974,0.561122244488978,55.265262596640895,"14,69,27,2,32,9,10,5"
official33_repaired71.json,10,2495,9,11,525,42,21.04208416833667,1.6833667334669338,59.98400426552919,"14,69,27,2,32,9,10,5,11"
official33_repaired71.json,10,2495,10,4,556,31,22.284569138276552,1.2424849699398797,64.21398738114281,"14,69,27,2,32,9,10,5,11,4"
official33_repaired71.json,10,2495,11,18,745,189,29.859719438877757,7.575150300601202,68.30178619034925,"14,69,27,2,32,9,10,5,11,4,18"
official33_repaired71.json,10,2495,12,1,954,209,38.236472945891784,8.376753507014028,72.29183328890075,"14,69,27,2,32,9,10,5,11,4,18,1"
official33_repaired71.json,10,2495,13,20,1134,180,45.450901803607216,7.214428857715431,76.2552208300009,"14,69,27,2,32,9,10,5,11,4,18,1,20"
official33_repaired71.json,10,2495,14,22,1188,54,47.61523046092184,2.164328657314629,78.7701057495779,"14,69,27,2,32,9,10,5,11,4,18,1,20,22"
official33_repaired71.json,10,2495,15,6,1281,93,51.34268537074148,3.7274549098196395,81.26721763085399,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6"
official33_repaired71.json,10,2495,16,19,1380,99,55.31062124248497,3.9679358717434865,83.59548564827158,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19"
official33_repaired71.json,10,2495,17,12,1509,129,60.4809619238477,5.170340681362726,85.82600195503422,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12"
official33_repaired71.json,10,2495,18,7,1554,45,62.28456913827656,1.8036072144288577,87.83435528303563,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7"
official33_repaired71.json,10,2495,19,17,1637,83,65.61122244488978,3.3266533066132267,89.74495690038212,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17"
official33_repaired71.json,10,2495,20,31,1758,121,70.46092184368737,4.849699398797595,91.65555851772861,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31"
official33_repaired71.json,10,2495,21,25,1859,101,74.50901803607213,4.04809619238477,93.1662667733049,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25"
official33_repaired71.json,10,2495,22,3,1984,125,79.5190380761523,5.01002004008016,94.46369856927042,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3"
official33_repaired71.json,10,2495,23,70,2110,126,84.5691382765531,5.050100200400802,95.76113036523594,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70"
official33_repaired71.json,10,2495,24,34,2215,105,88.77755511022045,4.208416833667335,96.98747000799787,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34"
official33_repaired71.json,10,2495,25,15,2286,71,91.62324649298597,2.845691382765531,97.96498711454723,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15"
official33_repaired71.json,10,2495,26,37,2340,54,93.78757515030061,2.164328657314629,98.48929174442371,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37"
official33_repaired71.json,10,2495,27,16,2393,53,95.9118236472946,2.124248496993988,99.00470985514974,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16"
official33_repaired71.json,10,2495,28,23,2440,47,97.79559118236473,1.8837675350701404,99.51124144672532,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23"
official33_repaired71.json,10,2495,29,50,2458,18,98.51703406813628,0.7214428857715431,99.6711987914334,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50"
official33_repaired71.json,10,2495,30,48,2470,12,98.99799599198397,0.48096192384769537,99.77783702123878,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50,48"
official33_repaired71.json,10,2495,31,33,2479,9,99.35871743486973,0.36072144288577157,99.85781569359283,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50,48,33"
official33_repaired71.json,10,2495,32,44,2487,8,99.67935871743488,0.32064128256513025,99.9289078467964,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50,48,33,44"
official33_repaired71.json,10,2495,33,71,2495,8,100.0,0.32064128256513025,100.0,"14,69,27,2,32,9,10,5,11,4,18,1,20,22,6,19,12,7,17,31,25,3,70,34,15,37,16,23,50,48,33,44,71"
official33_repaired71.json,5,2495,1,14,0,0,0.0,0.0,10.25403681991155,14
official33_repaired71.json,5,2495,2,69,0,0,0.0,0.0,19.60300318831636,"14,69"
official33_repaired71.json,5,2495,3,2,0,0,0.0,0.0,26.925845932325416,"14,69,2"
official33_repaired71.json,5,2495,4,9,4,4,0.16032064128256512,0.16032064128256512,33.94014193150262,"14,69,2,9"
official33_repaired71.json,5,2495,5,27,28,24,1.122244488977956,0.9619238476953907,40.831019232747096,"14,69,2,9,27"
official33_repaired71.json,5,2495,6,10,363,335,14.549098196392784,13.426853707414828,47.17679728478865,"14,69,2,9,27,10"
official33_repaired71.json,5,2495,7,32,470,107,18.837675350701403,4.288577154308617,53.265453049470324,"14,69,2,9,27,10,32"
official33_repaired71.json,5,2495,8,5,486,16,19.478957915831664,0.6412825651302605,58.870718913915454,"14,69,2,9,27,10,32,5"
official33_repaired71.json,5,2495,9,11,537,51,21.52304609218437,2.0440881763527057,63.66347835030341,"14,69,2,9,27,10,32,5,11"
official33_repaired71.json,5,2495,10,18,734,197,29.4188376753507,7.895791583166332,67.96256299496041,"14,69,2,9,27,10,32,5,11,18"
official33_repaired71.json,5,2495,11,1,950,216,38.07615230460922,8.657314629258517,71.94281600329117,"14,69,2,9,27,10,32,5,11,18,1"
official33_repaired71.json,5,2495,12,20,1105,155,44.28857715430862,6.212424849699398,75.7996503136892,"14,69,2,9,27,10,32,5,11,18,1,20"
official33_repaired71.json,5,2495,13,4,1193,88,47.81563126252505,3.527054108216433,78.57657101717577,"14,69,2,9,27,10,32,5,11,18,1,20,4"
official33_repaired71.json,5,2495,14,6,1292,99,51.78356713426854,3.9679358717434865,81.21978813123522,"14,69,2,9,27,10,32,5,11,18,1,20,4,6"
official33_repaired71.json,5,2495,15,19,1387,95,55.59118236472946,3.807615230460922,83.3899002365525,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19"
official33_repaired71.json,5,2495,16,17,1430,43,57.31462925851704,1.723446893787575,85.49830299290343,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17"
official33_repaired71.json,5,2495,17,12,1575,145,63.126252505010015,5.811623246492986,87.5038568343104,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12"
official33_repaired71.json,5,2495,18,22,1712,137,68.61723446893787,5.490981963927856,89.447701326751,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22"
official33_repaired71.json,5,2495,19,7,1790,78,71.7434869739479,3.12625250501002,91.31955157873084,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7"
official33_repaired71.json,5,2495,20,31,1907,117,76.43286573146293,4.68937875751503,92.81086084541809,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31"
official33_repaired71.json,5,2495,21,3,2032,125,81.44288577154309,5.01002004008016,94.21989098015015,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3"
official33_repaired71.json,5,2495,22,25,2114,82,84.72945891783567,3.2865731462925853,95.48493263396071,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25"
official33_repaired71.json,5,2495,23,70,2211,97,88.61723446893788,3.8877755511022043,96.54427645788337,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70"
official33_repaired71.json,5,2495,24,15,2274,63,91.14228456913828,2.525050100200401,97.57276560732284,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15"
official33_repaired71.json,5,2495,25,23,2318,44,92.90581162324649,1.7635270541082164,98.12814974802015,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23"
official33_repaired71.json,5,2495,26,34,2367,49,94.86973947895791,1.963927855711423,98.68353388871748,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34"
official33_repaired71.json,5,2495,27,37,2418,51,96.91382765531063,2.0440881763527057,99.20806335493161,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37"
official33_repaired71.json,5,2495,28,16,2455,37,98.39679358717434,1.4829659318637274,99.58860434022421,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16"
official33_repaired71.json,5,2495,29,50,2472,17,99.07815631262525,0.6813627254509018,99.76344749562892,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50"
official33_repaired71.json,5,2495,30,71,2480,8,99.39879759519037,0.32064128256513025,99.84572662758407,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50,71"
official33_repaired71.json,5,2495,31,44,2487,7,99.67935871743488,0.280561122244489,99.91772086804485,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50,71,44"
official33_repaired71.json,5,2495,32,33,2492,5,99.87975951903807,0.2004008016032064,99.96914532551682,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50,71,44,33"
official33_repaired71.json,5,2495,33,48,2495,3,100.0,0.12024048096192384,100.0,"14,69,2,9,27,10,32,5,11,18,1,20,4,6,19,17,12,22,7,31,3,25,70,15,23,34,37,16,50,71,44,33,48"
recovered26_common_minus71.json,10,2494,1,14,0,0,0.0,0.0,10.139017608897127,14
recovered26_common_minus71.json,10,2494,2,69,0,0,0.0,0.0,18.60982391102873,"14,69"
recovered26_common_minus71.json,10,2494,3,27,8,8,0.32076984763432237,0.32076984763432237,26.91380908248378,"14,69,27"
recovered26_common_minus71.json,10,2494,4,9,26,18,1.0425020048115476,0.7217321571772253,34.43929564411492,"14,69,27,9"
recovered26_common_minus71.json,10,2494,5,32,129,103,5.172413793103448,4.1299117882919,41.807228915662655,"14,69,27,9,32"
recovered26_common_minus71.json,10,2494,6,2,140,11,5.613472333600641,0.4410585404971933,48.04448563484708,"14,69,27,9,32,2"
recovered26_common_minus71.json,10,2494,7,10,474,334,19.0056134723336,13.39214113873296,53.2808155699722,"14,69,27,9,32,2,10"
recovered26_common_minus71.json,10,2494,8,5,484,10,19.406575781876505,0.40096230954290296,58.34105653382762,"14,69,27,9,32,2,10,5"
recovered26_common_minus71.json,10,2494,9,11,540,56,21.65196471531676,2.245388933440257,63.29935125115848,"14,69,27,9,32,2,10,5,11"
recovered26_common_minus71.json,10,2494,10,4,617,77,24.739374498797112,3.0874097834803527,68.03521779425394,"14,69,27,9,32,2,10,5,11,4"
recovered26_common_minus71.json,10,2494,11,18,810,193,32.47794707297514,7.738572574178028,72.46524559777572,"14,69,27,9,32,2,10,5,11,4,18"
recovered26_common_minus71.json,10,2494,12,20,1018,208,40.81796311146752,8.340016038492381,76.70064874884152,"14,69,27,9,32,2,10,5,11,4,18,20"
recovered26_common_minus71.json,10,2494,13,1,1273,255,51.04250200481155,10.224538893344025,80.89898053753475,"14,69,27,9,32,2,10,5,11,4,18,20,1"
recovered26_common_minus71.json,10,2494,14,19,1392,119,55.81395348837209,4.771451483560545,83.64226135310473,"14,69,27,9,32,2,10,5,11,4,18,20,1,19"
recovered26_common_minus71.json,10,2494,15,6,1506,114,60.38492381716119,4.570970328789094,86.11677479147359,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6"
recovered26_common_minus71.json,10,2494,16,12,1651,145,66.19887730553327,5.813953488372093,88.48007414272475,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12"
recovered26_common_minus71.json,10,2494,17,7,1755,104,70.36888532477947,4.170008019246191,90.82483781278961,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7"
recovered26_common_minus71.json,10,2494,18,17,1883,128,75.50120288692864,5.132317562149158,92.95644114921224,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7,17"
recovered26_common_minus71.json,10,2494,19,25,2014,131,80.75380914194066,5.2526062550120285,94.68025949953662,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7,17,25"
recovered26_common_minus71.json,10,2494,20,70,2162,148,86.68805132317561,5.934242181234964,96.209453197405,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7,17,25,70"
recovered26_common_minus71.json,10,2494,21,34,2289,127,91.78027265437049,5.092221331194867,97.58109360518999,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7,17,25,70,34"
recovered26_common_minus71.json,10,2494,22,15,2353,64,94.34643143544507,2.566158781074579,98.60055607043559,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7,17,25,70,34,15"
recovered26_common_minus71.json,10,2494,23,23,2407,54,96.51162790697676,2.165196471531676,99.19369786839667,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7,17,25,70,34,15,23"
recovered26_common_minus71.json,10,2494,24,37,2459,52,98.59663191659985,2.0850040096230953,99.67562557924003,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7,17,25,70,34,15,23,37"
recovered26_common_minus71.json,10,2494,25,50,2484,25,99.5990376904571,1.0024057738572574,99.90732159406858,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7,17,25,70,34,15,23,37,50"
recovered26_common_minus71.json,10,2494,26,33,2494,10,100.0,0.40096230954290296,100.0,"14,69,27,9,32,2,10,5,11,4,18,20,1,19,6,12,7,17,25,70,34,15,23,37,50,33"
recovered26_common_minus71.json,5,2494,1,14,0,0,0.0,0.0,11.169881767268201,14
recovered26_common_minus71.json,5,2494,2,69,0,0,0.0,0.0,20.28624766645924,"14,69"
recovered26_common_minus71.json,5,2494,3,9,3,3,0.12028869286287089,0.12028869286287089,28.45882596971583,"14,69,9"
recovered26_common_minus71.json,5,2494,4,27,26,23,1.0425020048115476,0.9222133119486768,35.79132959966812,"14,69,9,27"
recovered26_common_minus71.json,5,2494,5,32,129,103,5.172413793103448,4.1299117882919,42.874922215308025,"14,69,9,27,32"
recovered26_common_minus71.json,5,2494,6,2,140,11,5.613472333600641,0.4410585404971933,49.719975108898566,"14,69,9,27,32,2"
recovered26_common_minus71.json,5,2494,7,10,474,334,19.0056134723336,13.39214113873296,55.548641360713546,"14,69,9,27,32,2,10"
recovered26_common_minus71.json,5,2494,8,5,485,11,19.446672012830792,0.4410585404971933,61.08691142916407,"14,69,9,27,32,2,10,5"
recovered26_common_minus71.json,5,2494,9,11,559,74,22.413793103448278,2.967121090617482,66.23107239161999,"14,69,9,27,32,2,10,5,11"
recovered26_common_minus71.json,5,2494,10,18,768,209,30.793905372894947,8.380112269446673,70.88778261771417,"14,69,9,27,32,2,10,5,11,18"
recovered26_common_minus71.json,5,2494,11,20,972,204,38.97353648757017,8.179631114675221,75.05704210744659,"14,69,9,27,32,2,10,5,11,18,20"
recovered26_common_minus71.json,5,2494,12,1,1224,252,49.077786688051326,10.104250200481154,79.18481642812695,"14,69,9,27,32,2,10,5,11,18,20,1"
recovered26_common_minus71.json,5,2494,13,4,1371,147,54.971932638332,5.894145950280674,82.5969715826592,"14,69,9,27,32,2,10,5,11,18,20,1,4"
recovered26_common_minus71.json,5,2494,14,6,1519,148,60.906174819566964,5.934242181234964,85.07571043352002,"14,69,9,27,32,2,10,5,11,18,20,1,4,6"
recovered26_common_minus71.json,5,2494,15,19,1648,129,66.0785886126704,5.172413793103448,87.49222153080274,"14,69,9,27,32,2,10,5,11,18,20,1,4,6,19"
recovered26_common_minus71.json,5,2494,16,17,1709,61,68.52445870088212,2.445870088211708,89.7427919518772,"14,69,9,27,32,2,10,5,11,18,20,1,4,6,19,17"
recovered26_common_minus71.json,5,2494,17,12,1867,158,74.85966319165999,6.335204490777866,91.86890686579548,"14,69,9,27,32,2,10,5,11,18,20,1,4,6,19,17,12"
recovered26_common_minus71.json,5,2494,18,7,2007,140,80.47313552526063,5.613472333600641,93.9639079029247,"14,69,9,27,32,2,10,5,11,18,20,1,4,6,19,17,12,7"
recovered26_common_minus71.json,5,2494,19,25,2121,114,85.04410585404972,4.570970328789094,95.44700269653599,"14,69,9,27,32,2,10,5,11,18,20,1,4,6,19,17,12,7,25"
recovered26_common_minus71.json,5,2494,20,70,2244,123,89.97594226142742,4.931836407377706,96.76415681393902,"14,69,9,27,32,2,10,5,11,18,20,1,4,6,19,17,12,7,25,70"
