run,map,n,D_m,window,N,map_n,source,f,fraction_pct_display,method,median_m,effect_pct,draws,line,min_m,max_m
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,8,25,WCL,637.0,7.3,8,80,573.0,906.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,8,25,ABS,576.0,3.7,8,80,554.0,760.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,8,25,DIFF,845.0,-22.0,8,80,729.0,1186.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,8,25,Min-Max,558.0,16.4,8,80,508.0,903.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,16,50,WCL,904.0,52.2,8,82,634.0,1252.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,16,50,ABS,719.0,29.4,8,82,660.0,883.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,16,50,DIFF,981.0,-9.3,8,82,838.0,1253.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,16,50,Min-Max,775.0,61.8,8,82,677.0,943.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,24,75,WCL,1714.0,188.7,8,84,972.0,3205.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,24,75,ABS,1031.0,85.6,8,84,758.0,1488.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,24,75,DIFF,1372.0,26.7,8,84,896.0,1774.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,24,75,Min-Max,1168.0,144.0,8,84,846.0,2048.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,32,100,WCL,2866.0,382.7,8,86,2492.0,3108.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,32,100,ABS,1471.0,164.8,8,86,1279.0,1653.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,32,100,DIFF,1781.0,64.5,8,86,1551.0,2009.0
O32M71_N4P7_D5000_W10,official32_minus71.json,4.7,5000,10,2498,32,results/O32M71_N4P7_D5000_W10.txt,32,100,Min-Max,1663.0,247.3,8,86,1492.0,2017.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,1,3,WCL,609.0,1.4,8,76,601.0,637.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,1,3,ABS,564.0,0.2,8,76,555.0,585.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,1,3,DIFF,1136.0,-2.1,8,76,900.0,1170.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,1,3,Min-Max,485.0,2.9,8,76,471.0,521.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,4,12,WCL,626.0,4.1,8,78,614.0,648.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,4,12,ABS,587.0,4.3,8,78,558.0,620.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,4,12,DIFF,1130.0,-2.6,8,78,947.0,1266.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,4,12,Min-Max,498.0,5.8,8,78,481.0,557.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,8,25,WCL,651.0,8.3,8,80,582.0,909.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,8,25,ABS,590.0,4.9,8,80,572.0,768.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,8,25,DIFF,936.0,-19.3,8,80,768.0,1239.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,8,25,Min-Max,548.0,16.3,8,80,492.0,910.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,16,50,WCL,912.0,51.7,8,82,654.0,1267.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,16,50,ABS,718.0,27.6,8,82,686.0,887.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,16,50,DIFF,1027.0,-11.5,8,82,863.0,1310.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,16,50,Min-Max,803.0,70.6,8,82,678.0,974.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,24,75,WCL,1798.0,199.1,8,84,961.0,3293.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,24,75,ABS,1070.0,90.2,8,84,766.0,1541.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,24,75,DIFF,1459.0,25.8,8,84,921.0,1857.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,24,75,Min-Max,1233.0,161.8,8,84,815.0,2146.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,32,100,WCL,2912.0,384.3,8,86,2571.0,3224.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,32,100,ABS,1504.0,167.3,8,86,1341.0,1703.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,32,100,DIFF,1908.0,64.5,8,86,1608.0,2095.0
O32M71_N4P7_D5000_W5,official32_minus71.json,4.7,5000,5,2498,32,results/O32M71_N4P7_D5000_W5.txt,32,100,Min-Max,1756.0,273.0,8,86,1550.0,2048.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,1,3,WCL,590.0,0.8,8,76,585.0,620.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,1,3,ABS,528.0,0.0,8,76,514.0,551.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,1,3,DIFF,957.0,-5.4,8,76,811.0,1013.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,1,3,Min-Max,492.0,5.2,8,76,468.0,543.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,4,12,WCL,626.0,7.1,8,78,593.0,648.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,4,12,ABS,550.0,4.2,8,78,521.0,600.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,4,12,DIFF,909.0,-10.1,8,78,772.0,1090.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,4,12,Min-Max,505.0,8.1,8,78,477.0,567.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,8,24,WCL,631.0,7.9,8,80,579.0,1083.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,8,24,ABS,572.0,8.4,8,80,528.0,831.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,8,24,DIFF,800.0,-20.9,8,80,728.0,1309.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,8,24,Min-Max,569.0,21.8,8,80,511.0,937.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,16,48,WCL,786.0,34.4,8,82,651.0,991.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,16,48,ABS,745.0,41.1,8,82,600.0,911.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,16,48,DIFF,950.0,-6.1,8,82,682.0,1239.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,16,48,Min-Max,867.0,85.4,8,82,607.0,1146.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,24,73,WCL,1863.0,218.6,8,84,857.0,4318.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,24,73,ABS,1268.0,140.3,8,84,865.0,2330.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,24,73,DIFF,1437.0,42.1,8,84,1058.0,2804.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,24,73,Min-Max,1604.0,243.0,8,84,976.0,2964.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,33,100,WCL,6022.0,929.8,8,86,5161.0,6879.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,33,100,ABS,2788.0,428.3,8,86,2415.0,3565.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,33,100,DIFF,3175.0,213.9,8,86,2686.0,3887.0
O33PUBLISHED_N4P7_D10000_W10,official33_published.json,4.7,10000,10,2495,33,results/O33PUBLISHED_N4P7_D10000_W10.txt,33,100,Min-Max,3508.0,650.3,8,86,2411.0,4660.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,1,3,WCL,589.0,0.8,8,76,585.0,620.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,1,3,ABS,528.0,-0.0,8,76,511.0,551.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,1,3,DIFF,970.0,-4.1,8,76,810.0,1011.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,1,3,Min-Max,477.0,2.0,8,76,468.0,529.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,12,WCL,623.0,6.5,8,78,591.0,648.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,12,ABS,546.0,3.5,8,78,526.0,593.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,12,DIFF,944.0,-6.6,8,78,775.0,1133.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,12,Min-Max,499.0,6.7,8,78,470.0,538.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,24,WCL,631.0,7.9,8,80,582.0,1019.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,24,ABS,545.0,3.2,8,80,519.0,763.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,24,DIFF,807.0,-20.3,8,80,708.0,1095.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,24,Min-Max,535.0,14.4,8,80,498.0,827.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,16,48,WCL,776.0,32.8,8,82,656.0,918.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,16,48,ABS,699.0,32.5,8,82,581.0,821.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,16,48,DIFF,942.0,-6.9,8,82,694.0,1166.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,16,48,Min-Max,735.0,57.2,8,82,565.0,855.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,24,73,WCL,1664.0,184.6,8,84,834.0,2798.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,24,73,ABS,1011.0,91.6,8,84,762.0,1260.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,24,73,DIFF,1259.0,24.5,8,84,970.0,1651.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,24,73,Min-Max,1178.0,151.9,8,84,806.0,1927.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,33,100,WCL,2924.0,400.1,8,86,2472.0,3527.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,33,100,ABS,1396.0,164.5,8,86,1209.0,1623.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,33,100,DIFF,1766.0,74.6,8,86,1614.0,1941.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,33,100,Min-Max,1920.0,310.6,8,86,1368.0,2361.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,1,3,WCL,589.0,1.5,8,76,580.0,618.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,1,3,ABS,527.0,-0.1,8,76,513.0,549.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,1,3,DIFF,957.0,-5.5,8,76,811.0,1017.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,1,3,Min-Max,492.0,5.6,8,76,466.0,543.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,4,12,WCL,621.0,7.1,8,78,591.0,642.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,4,12,ABS,549.0,4.0,8,78,520.0,598.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,4,12,DIFF,909.0,-10.2,8,78,770.0,1090.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,4,12,Min-Max,504.0,8.2,8,78,474.0,567.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,8,24,WCL,627.0,8.1,8,80,577.0,1081.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,8,24,ABS,571.0,8.2,8,80,526.0,829.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,8,24,DIFF,799.0,-21.1,8,80,727.0,1308.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,8,24,Min-Max,569.0,22.2,8,80,511.0,936.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,16,48,WCL,784.0,35.3,8,82,651.0,978.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,16,48,ABS,743.0,40.9,8,82,599.0,910.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,16,48,DIFF,948.0,-6.4,8,82,682.0,1238.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,16,48,Min-Max,862.0,85.1,8,82,607.0,1145.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,24,73,WCL,1863.0,221.2,8,84,857.0,4316.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,24,73,ABS,1268.0,140.4,8,84,865.0,2316.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,24,73,DIFF,1438.0,42.1,8,84,1056.0,2804.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,24,73,Min-Max,1603.0,244.1,8,84,975.0,2964.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,33,100,WCL,6021.0,938.1,8,86,5162.0,6875.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,33,100,ABS,2785.0,428.0,8,86,2409.0,3563.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,33,100,DIFF,3175.0,213.5,8,86,2683.0,3882.0
O33R71_N4P7_D10000_W10,official33_repaired71.json,4.7,10000,10,2495,33,results/O33R71_N4P7_D10000_W10.txt,33,100,Min-Max,3508.0,653.2,8,86,2411.0,4654.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,1,3,WCL,584.0,0.7,8,76,576.0,618.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,1,3,ABS,527.0,-0.1,8,76,511.0,548.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,1,3,DIFF,1011.0,-0.1,8,76,921.0,1037.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,1,3,Min-Max,470.0,0.8,8,76,455.0,489.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,4,12,WCL,601.0,3.6,8,78,581.0,640.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,4,12,ABS,542.0,2.8,8,78,525.0,587.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,4,12,DIFF,1043.0,3.0,8,78,1020.0,1170.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,4,12,Min-Max,473.0,1.5,8,78,457.0,483.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,8,24,WCL,616.0,6.2,8,80,514.0,691.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,8,24,ABS,555.0,5.2,8,80,511.0,618.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,8,24,DIFF,1037.0,2.4,8,80,969.0,1187.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,8,24,Min-Max,497.0,6.7,8,80,434.0,596.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,16,48,WCL,745.0,28.5,8,82,629.0,953.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,16,48,ABS,613.0,16.3,8,82,567.0,665.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,16,48,DIFF,1205.0,19.0,8,82,960.0,1584.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,16,48,Min-Max,566.0,21.6,8,82,518.0,609.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,24,73,WCL,802.0,38.3,8,84,607.0,1015.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,24,73,ABS,724.0,37.2,8,84,621.0,928.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,24,73,DIFF,1506.0,48.7,8,84,1164.0,2058.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,24,73,Min-Max,598.0,28.4,8,84,557.0,802.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,33,100,WCL,836.0,44.2,8,86,681.0,911.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,33,100,ABS,777.0,47.3,8,86,640.0,891.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,33,100,DIFF,1561.0,54.1,8,86,1194.0,1848.0
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,33,100,Min-Max,619.0,33.0,8,86,592.0,808.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,1,3,WCL,588.0,1.4,8,76,580.0,619.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,1,3,ABS,527.0,-0.1,8,76,510.0,550.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,1,3,DIFF,970.0,-4.2,8,76,810.0,1012.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,1,3,Min-Max,477.0,2.4,8,76,466.0,529.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,4,12,WCL,618.0,6.5,8,78,590.0,642.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,4,12,ABS,545.0,3.3,8,78,525.0,593.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,4,12,DIFF,944.0,-6.7,8,78,779.0,1133.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,4,12,Min-Max,498.0,7.0,8,78,468.0,538.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,8,24,WCL,628.0,8.2,8,80,581.0,1019.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,8,24,ABS,545.0,3.2,8,80,518.0,761.0
