run,map,n,D_m,window,N,map_n,source,f,fraction_pct_display,method,median_m,effect_pct,draws,line,min_m,max_m
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,8,24,DIFF,810.0,-20.0,8,80,708.0,1094.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,8,24,Min-Max,534.0,14.7,8,80,496.0,824.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,16,48,WCL,776.0,33.7,8,82,656.0,914.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,16,48,ABS,696.0,32.0,8,82,581.0,821.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,16,48,DIFF,941.0,-7.1,8,82,693.0,1166.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,16,48,Min-Max,735.0,57.9,8,82,565.0,854.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,24,73,WCL,1664.0,187.0,8,84,834.0,2789.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,24,73,ABS,1010.0,91.5,8,84,762.0,1260.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,24,73,DIFF,1257.0,24.2,8,84,966.0,1651.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,24,73,Min-Max,1178.0,152.9,8,84,806.0,1924.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,33,100,WCL,2924.0,404.2,8,86,2468.0,3525.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,33,100,ABS,1397.0,164.8,8,86,1209.0,1619.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,33,100,DIFF,1766.0,74.4,8,86,1614.0,1936.0
O33R71_N4P7_D5000_W10,official33_repaired71.json,4.7,5000,10,2495,33,results/O33R71_N4P7_D5000_W10.txt,33,100,Min-Max,1922.0,312.6,8,86,1368.0,2361.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,1,3,WCL,599.0,1.0,8,76,591.0,634.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,1,3,ABS,531.0,-0.0,8,76,524.0,553.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,1,3,DIFF,1045.0,-6.0,8,76,855.0,1101.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,1,3,Min-Max,466.0,3.0,8,76,453.0,507.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,4,12,WCL,617.0,4.1,8,78,604.0,637.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,4,12,ABS,552.0,3.8,8,78,531.0,599.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,4,12,DIFF,1049.0,-5.7,8,78,838.0,1245.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,4,12,Min-Max,481.0,6.4,8,78,453.0,530.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,8,24,WCL,636.0,7.2,8,80,589.0,1041.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,8,24,ABS,571.0,7.4,8,80,534.0,775.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,8,24,DIFF,892.0,-19.8,8,80,764.0,1190.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,8,24,Min-Max,519.0,14.9,8,80,480.0,827.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,16,48,WCL,788.0,32.9,8,82,683.0,955.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,16,48,ABS,715.0,34.5,8,82,599.0,823.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,16,48,DIFF,1002.0,-9.9,8,82,752.0,1253.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,16,48,Min-Max,749.0,65.7,8,82,562.0,884.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,24,73,WCL,1726.0,191.2,8,84,843.0,3077.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,24,73,ABS,1051.0,97.7,8,84,756.0,1317.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,24,73,DIFF,1353.0,21.6,8,84,1020.0,1716.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,24,73,Min-Max,1244.0,175.3,8,84,821.0,2055.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,33,100,WCL,2997.0,405.5,8,86,2580.0,3576.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,33,100,ABS,1433.0,169.7,8,86,1275.0,1658.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,33,100,DIFF,1856.0,66.9,8,86,1662.0,2035.0
O33R71_N4P7_D5000_W5,official33_repaired71.json,4.7,5000,5,2495,33,results/O33R71_N4P7_D5000_W5.txt,33,100,Min-Max,2090.0,362.5,8,86,1473.0,2472.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,1,4,WCL,618.0,0.7,8,76,614.0,667.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,1,4,ABS,645.0,0.1,8,76,639.0,667.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,1,4,DIFF,998.0,-0.3,8,76,884.0,1091.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,1,4,Min-Max,511.0,0.2,8,76,508.0,562.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,12,WCL,667.0,8.6,8,78,618.0,897.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,12,ABS,681.0,5.6,8,78,649.0,756.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,12,DIFF,1049.0,4.8,8,78,922.0,1239.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,3,12,Min-Max,584.0,14.6,8,78,526.0,718.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,23,WCL,821.0,33.7,8,80,619.0,1051.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,23,ABS,738.0,14.5,8,80,652.0,857.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,23,DIFF,1055.0,5.4,8,80,911.0,1162.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,6,23,Min-Max,655.0,28.5,8,80,600.0,760.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,13,50,WCL,962.0,56.8,8,82,616.0,1334.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,13,50,ABS,794.0,23.2,8,82,716.0,940.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,13,50,DIFF,1030.0,2.9,8,82,907.0,1363.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,13,50,Min-Max,830.0,62.9,8,82,599.0,1207.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,19,73,WCL,1049.0,70.9,8,84,733.0,2648.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,19,73,ABS,948.0,47.0,8,84,855.0,1326.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,19,73,DIFF,1206.0,20.4,8,84,1100.0,1703.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,19,73,Min-Max,938.0,84.1,8,84,722.0,1646.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,26,100,WCL,3441.0,460.6,8,86,2674.0,3768.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,26,100,ABS,1689.0,162.1,8,86,1496.0,1845.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,26,100,DIFF,1990.0,98.8,8,86,1812.0,2213.0
R26M71_N4P7_D5000_W10,recovered26_common_minus71.json,4.7,5000,10,2494,26,results/R26M71_N4P7_D5000_W10.txt,26,100,Min-Max,2095.0,311.1,8,86,1697.0,2572.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,1,4,WCL,595.0,0.3,8,76,592.0,625.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,1,4,ABS,641.0,0.1,8,76,635.0,670.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,1,4,DIFF,983.0,-0.7,8,76,872.0,1023.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,1,4,Min-Max,470.0,0.1,8,76,468.0,549.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,3,11,WCL,627.0,5.7,8,78,598.0,895.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,3,11,ABS,681.0,6.4,8,78,659.0,782.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,3,11,DIFF,998.0,0.9,8,78,899.0,1220.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,3,11,Min-Max,575.0,22.4,8,78,492.0,800.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,6,22,WCL,806.0,35.9,8,80,623.0,1146.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,6,22,ABS,743.0,16.1,8,80,662.0,901.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,6,22,DIFF,1005.0,1.5,8,80,865.0,1153.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,6,22,Min-Max,758.0,61.3,8,80,504.0,1000.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,13,48,WCL,903.0,52.2,8,82,613.0,1098.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,13,48,ABS,807.0,26.2,8,82,712.0,1055.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,13,48,DIFF,1030.0,4.1,8,82,919.0,1281.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,13,48,Min-Max,883.0,87.9,8,82,583.0,1206.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,20,74,WCL,1958.0,230.1,8,84,1581.0,4944.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,20,74,ABS,1504.0,135.0,8,84,1176.0,2162.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,20,74,DIFF,1765.0,78.4,8,84,1445.0,2520.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,20,74,Min-Max,1798.0,282.8,8,84,1452.0,2472.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,27,100,WCL,6368.0,973.5,8,86,5234.0,6753.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,27,100,ABS,3001.0,368.8,8,86,2686.0,3413.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,27,100,DIFF,3505.0,254.2,8,86,3176.0,3925.0
R27_N4P7_D10000_W10,recovered27_common.json,4.7,10000,10,2498,27,results/R27_N4P7_D10000_W10.txt,27,100,Min-Max,4055.0,763.2,8,86,2620.0,5214.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,4,WCL,593.0,0.0,8,76,585.0,611.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,4,ABS,640.0,0.0,8,76,624.0,717.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,4,DIFF,990.0,0.0,8,76,986.0,1062.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,1,4,Min-Max,471.0,0.2,8,76,467.0,506.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,11,WCL,623.0,5.0,8,78,545.0,783.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,11,ABS,688.0,7.4,8,78,613.0,761.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,11,DIFF,1039.0,4.9,8,78,960.0,1513.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,3,11,Min-Max,489.0,4.0,8,78,475.0,599.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,6,22,WCL,670.0,12.9,8,80,615.0,826.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,6,22,ABS,682.0,6.5,8,80,625.0,762.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,6,22,DIFF,1064.0,7.5,8,80,929.0,1430.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,6,22,Min-Max,502.0,6.8,8,80,474.0,564.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,13,48,WCL,696.0,17.3,8,82,588.0,826.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,13,48,ABS,736.0,15.0,8,82,662.0,856.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,13,48,DIFF,1101.0,11.2,8,82,974.0,1567.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,13,48,Min-Max,532.0,13.2,8,82,482.0,641.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,20,74,WCL,887.0,49.5,8,84,591.0,962.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,20,74,ABS,751.0,17.3,8,84,683.0,963.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,20,74,DIFF,1264.0,27.7,8,84,988.0,1760.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,20,74,Min-Max,575.0,22.3,8,84,529.0,719.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,27,100,WCL,905.0,52.5,8,86,755.0,1065.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,27,100,ABS,931.0,45.5,8,86,819.0,982.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,27,100,DIFF,1440.0,45.5,8,86,1273.0,1596.0
R27_N4P7_D1000_W10,recovered27_common.json,4.7,1000,10,2498,27,results/R27_N4P7_D1000_W10.txt,27,100,Min-Max,677.0,44.0,8,86,618.0,750.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,1,4,WCL,596.0,0.4,8,76,593.0,625.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,1,4,ABS,641.0,0.1,8,76,633.0,671.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,1,4,DIFF,989.0,-0.1,8,76,858.0,1065.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,1,4,Min-Max,472.0,0.4,8,76,468.0,534.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,3,11,WCL,627.0,5.7,8,78,598.0,896.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,3,11,ABS,677.0,5.8,8,78,648.0,785.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,3,11,DIFF,1003.0,1.4,8,78,888.0,1273.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,3,11,Min-Max,547.0,16.4,8,78,484.0,715.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,6,22,WCL,806.0,35.9,8,80,622.0,1140.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,6,22,ABS,718.0,12.2,8,80,652.0,862.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,6,22,DIFF,1070.0,8.1,8,80,888.0,1166.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,6,22,Min-Max,679.0,44.6,8,80,497.0,830.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,13,48,WCL,897.0,51.2,8,82,613.0,1086.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,13,48,ABS,780.0,21.9,8,82,702.0,966.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,13,48,DIFF,1039.0,5.0,8,82,974.0,1315.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,13,48,Min-Max,742.0,57.9,8,82,564.0,994.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,20,74,WCL,1771.0,198.5,8,84,1291.0,2156.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,20,74,ABS,1101.0,72.1,8,84,1010.0,1455.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,20,74,DIFF,1426.0,44.0,8,84,1338.0,1678.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,20,74,Min-Max,1262.0,168.7,8,84,985.0,1546.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,27,100,WCL,3126.0,426.9,8,86,2497.0,3324.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,27,100,ABS,1615.0,152.4,8,86,1507.0,1769.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,27,100,DIFF,1930.0,95.0,8,86,1719.0,2065.0
R27_N4P7_D5000_W10,recovered27_common.json,4.7,5000,10,2498,27,results/R27_N4P7_D5000_W10.txt,27,100,Min-Max,2246.0,378.1,8,86,1477.0,2531.0
